,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,result
2384,28175,28169,28175,28176,28164,28164,28169,28169,28186,28187,28153
2385,28169,28175,28176,28164,28164,28169,28169,28186,28187,28153,28159
2386,28175,28176,28164,28164,28169,28169,28186,28187,28153,28159,28168
2387,28176,28164,28164,28169,28169,28186,28187,28153,28159,28168,28167
2388,28164,28164,28169,28169,28186,28187,28153,28159,28168,28167,28171
2389,28164,28169,28169,28186,28187,28153,28159,28168,28167,28171,28174
2390,28169,28169,28186,28187,28153,28159,28168,28167,28171,28174,28161
2391,28169,28186,28187,28153,28159,28168,28167,28171,28174,28161,28158
2392,28186,28187,28153,28159,28168,28167,28171,28174,28161,28158,28157
2393,28187,28153,28159,28168,28167,28171,28174,28161,28158,28157,28151
2394,28153,28159,28168,28167,28171,28174,28161,28158,28157,28151,28152
2395,28159,28168,28167,28171,28174,28161,28158,28157,28151,28152,28157
2396,28168,28167,28171,28174,28161,28158,28157,28151,28152,28157,28159
2397,28167,28171,28174,28161,28158,28157,28151,28152,28157,28159,28170
2398,28171,28174,28161,28158,28157,28151,28152,28157,28159,28170,28182
2399,28174,28161,28158,28157,28151,28152,28157,28159,28170,28182,28174
2400,28161,28158,28157,28151,28152,28157,28159,28170,28182,28174,28179
2401,28158,28157,28151,28152,28157,28159,28170,28182,28174,28179,28174
2402,28157,28151,28152,28157,28159,28170,28182,28174,28179,28174,28174
2403,28151,28152,28157,28159,28170,28182,28174,28179,28174,28174,28196
2404,28152,28157,28159,28170,28182,28174,28179,28174,28174,28196,28224
2405,28157,28159,28170,28182,28174,28179,28174,28174,28196,28224,28219
2406,28159,28170,28182,28174,28179,28174,28174,28196,28224,28219,28254
2407,28170,28182,28174,28179,28174,28174,28196,28224,28219,28254,28250
2408,28182,28174,28179,28174,28174,28196,28224,28219,28254,28250,28241
2409,28174,28179,28174,28174,28196,28224,28219,28254,28250,28241,28224
2410,28179,28174,28174,28196,28224,28219,28254,28250,28241,28224,28212
2411,28174,28174,28196,28224,28219,28254,28250,28241,28224,28212,28209
2412,28174,28196,28224,28219,28254,28250,28241,28224,28212,28209,28212
2413,28196,28224,28219,28254,28250,28241,28224,28212,28209,28212,28218
2414,28224,28219,28254,28250,28241,28224,28212,28209,28212,28218,28242
2415,28219,28254,28250,28241,28224,28212,28209,28212,28218,28242,28264
2416,28254,28250,28241,28224,28212,28209,28212,28218,28242,28264,28237
2417,28250,28241,28224,28212,28209,28212,28218,28242,28264,28237,28247
2418,28241,28224,28212,28209,28212,28218,28242,28264,28237,28247,28261
2419,28224,28212,28209,28212,28218,28242,28264,28237,28247,28261,28251
2420,28212,28209,28212,28218,28242,28264,28237,28247,28261,28251,28251
2421,28209,28212,28218,28242,28264,28237,28247,28261,28251,28251,28268
2422,28212,28218,28242,28264,28237,28247,28261,28251,28251,28268,28221
2423,28218,28242,28264,28237,28247,28261,28251,28251,28268,28221,28232
2424,28242,28264,28237,28247,28261,28251,28251,28268,28221,28232,28221
2425,28264,28237,28247,28261,28251,28251,28268,28221,28232,28221,28206
2426,28237,28247,28261,28251,28251,28268,28221,28232,28221,28206,28202
2427,28247,28261,28251,28251,28268,28221,28232,28221,28206,28202,28192
2428,28261,28251,28251,28268,28221,28232,28221,28206,28202,28192,28195
2429,28251,28251,28268,28221,28232,28221,28206,28202,28192,28195,28201
2430,28251,28268,28221,28232,28221,28206,28202,28192,28195,28201,28225
2431,28268,28221,28232,28221,28206,28202,28192,28195,28201,28225,28211
2432,28221,28232,28221,28206,28202,28192,28195,28201,28225,28211,28209
2433,28232,28221,28206,28202,28192,28195,28201,28225,28211,28209,28205
2434,28221,28206,28202,28192,28195,28201,28225,28211,28209,28205,28209
2435,28206,28202,28192,28195,28201,28225,28211,28209,28205,28209,28205
2436,28202,28192,28195,28201,28225,28211,28209,28205,28209,28205,28195
2437,28192,28195,28201,28225,28211,28209,28205,28209,28205,28195,28200
2438,28195,28201,28225,28211,28209,28205,28209,28205,28195,28200,28197
2439,28201,28225,28211,28209,28205,28209,28205,28195,28200,28197,28204
2440,28225,28211,28209,28205,28209,28205,28195,28200,28197,28204,28209
2441,28211,28209,28205,28209,28205,28195,28200,28197,28204,28209,28194
2442,28209,28205,28209,28205,28195,28200,28197,28204,28209,28194,28189
2443,28205,28209,28205,28195,28200,28197,28204,28209,28194,28189,28189
2444,28209,28205,28195,28200,28197,28204,28209,28194,28189,28189,28189
2445,28205,28195,28200,28197,28204,28209,28194,28189,28189,28189,28188
2446,28195,28200,28197,28204,28209,28194,28189,28189,28189,28188,28185
2447,28200,28197,28204,28209,28194,28189,28189,28189,28188,28185,28197
2448,28197,28204,28209,28194,28189,28189,28189,28188,28185,28197,28203
2449,28204,28209,28194,28189,28189,28189,28188,28185,28197,28203,28197
2450,28209,28194,28189,28189,28189,28188,28185,28197,28203,28197,28204
2451,28194,28189,28189,28189,28188,28185,28197,28203,28197,28204,28201
2452,28189,28189,28189,28188,28185,28197,28203,28197,28204,28201,28197
2453,28189,28189,28188,28185,28197,28203,28197,28204,28201,28197,28177
2454,28189,28188,28185,28197,28203,28197,28204,28201,28197,28177,28180
2455,28188,28185,28197,28203,28197,28204,28201,28197,28177,28180,28189
2456,28185,28197,28203,28197,28204,28201,28197,28177,28180,28189,28199
2457,28197,28203,28197,28204,28201,28197,28177,28180,28189,28199,28195
2458,28203,28197,28204,28201,28197,28177,28180,28189,28199,28195,28189
2459,28197,28204,28201,28197,28177,28180,28189,28199,28195,28189,28173
2460,28204,28201,28197,28177,28180,28189,28199,28195,28189,28173,28153
2461,28201,28197,28177,28180,28189,28199,28195,28189,28173,28153,28163
2462,28197,28177,28180,28189,28199,28195,28189,28173,28153,28163,28138
2463,28177,28180,28189,28199,28195,28189,28173,28153,28163,28138,28149
2464,28180,28189,28199,28195,28189,28173,28153,28163,28138,28149,28146
2465,28189,28199,28195,28189,28173,28153,28163,28138,28149,28146,28152
2466,28199,28195,28189,28173,28153,28163,28138,28149,28146,28152,28149
2467,28195,28189,28173,28153,28163,28138,28149,28146,28152,28149,28156
2468,28189,28173,28153,28163,28138,28149,28146,28152,28149,28156,28157
2469,28173,28153,28163,28138,28149,28146,28152,28149,28156,28157,28157
2470,28153,28163,28138,28149,28146,28152,28149,28156,28157,28157,28174
2471,28163,28138,28149,28146,28152,28149,28156,28157,28157,28174,28167
2472,28138,28149,28146,28152,28149,28156,28157,28157,28174,28167,28170
2473,28149,28146,28152,28149,28156,28157,28157,28174,28167,28170,28170
2474,28146,28152,28149,28156,28157,28157,28174,28167,28170,28170,28170
2475,28152,28149,28156,28157,28157,28174,28167,28170,28170,28170,28179
2476,28149,28156,28157,28157,28174,28167,28170,28170,28170,28179,28168
2477,28156,28157,28157,28174,28167,28170,28170,28170,28179,28168,28158
2478,28157,28157,28174,28167,28170,28170,28170,28179,28168,28158,28139
2479,28157,28174,28167,28170,28170,28170,28179,28168,28158,28139,28136
2480,28174,28167,28170,28170,28170,28179,28168,28158,28139,28136,28173
2481,28167,28170,28170,28170,28179,28168,28158,28139,28136,28173,28184
2482,28170,28170,28170,28179,28168,28158,28139,28136,28173,28184,28187
2483,28170,28170,28179,28168,28158,28139,28136,28173,28184,28187,28183
2484,28170,28179,28168,28158,28139,28136,28173,28184,28187,28183,28192
2485,28179,28168,28158,28139,28136,28173,28184,28187,28183,28192,28185
2486,28168,28158,28139,28136,28173,28184,28187,28183,28192,28185,28168
2487,28158,28139,28136,28173,28184,28187,28183,28192,28185,28168,28181
2488,28139,28136,28173,28184,28187,28183,28192,28185,28168,28181,28194
2489,28136,28173,28184,28187,28183,28192,28185,28168,28181,28194,28186
2490,28173,28184,28187,28183,28192,28185,28168,28181,28194,28186,28193
2491,28184,28187,28183,28192,28185,28168,28181,28194,28186,28193,28215
2492,28187,28183,28192,28185,28168,28181,28194,28186,28193,28215,28221
2493,28183,28192,28185,28168,28181,28194,28186,28193,28215,28221,28221
2494,28192,28185,28168,28181,28194,28186,28193,28215,28221,28221,28214
2495,28185,28168,28181,28194,28186,28193,28215,28221,28221,28214,28224
2496,28168,28181,28194,28186,28193,28215,28221,28221,28214,28224,28218
2497,28181,28194,28186,28193,28215,28221,28221,28214,28224,28218,28214
2498,28194,28186,28193,28215,28221,28221,28214,28224,28218,28214,28204
2499,28186,28193,28215,28221,28221,28214,28224,28218,28214,28204,28223
2500,28193,28215,28221,28221,28214,28224,28218,28214,28204,28223,28209
2501,28215,28221,28221,28214,28224,28218,28214,28204,28223,28209,28206
2502,28221,28221,28214,28224,28218,28214,28204,28223,28209,28206,28197
2503,28221,28214,28224,28218,28214,28204,28223,28209,28206,28197,28199
2504,28214,28224,28218,28214,28204,28223,28209,28206,28197,28199,28205
2505,28224,28218,28214,28204,28223,28209,28206,28197,28199,28205,28201
2506,28218,28214,28204,28223,28209,28206,28197,28199,28205,28201,28206
2507,28214,28204,28223,28209,28206,28197,28199,28205,28201,28206,28205
2508,28204,28223,28209,28206,28197,28199,28205,28201,28206,28205,28197
2509,28223,28209,28206,28197,28199,28205,28201,28206,28205,28197,28185
2510,28209,28206,28197,28199,28205,28201,28206,28205,28197,28185,28192
2511,28206,28197,28199,28205,28201,28206,28205,28197,28185,28192,28204
2512,28197,28199,28205,28201,28206,28205,28197,28185,28192,28204,28205
2513,28199,28205,28201,28206,28205,28197,28185,28192,28204,28205,28206
2514,28205,28201,28206,28205,28197,28185,28192,28204,28205,28206,28204
2515,28201,28206,28205,28197,28185,28192,28204,28205,28206,28204,28198
2516,28206,28205,28197,28185,28192,28204,28205,28206,28204,28198,28201
2517,28205,28197,28185,28192,28204,28205,28206,28204,28198,28201,28195
2518,28197,28185,28192,28204,28205,28206,28204,28198,28201,28195,28201
2519,28185,28192,28204,28205,28206,28204,28198,28201,28195,28201,28206
2520,28192,28204,28205,28206,28204,28198,28201,28195,28201,28206,28211
2521,28204,28205,28206,28204,28198,28201,28195,28201,28206,28211,28211
2522,28205,28206,28204,28198,28201,28195,28201,28206,28211,28211,28204
2523,28206,28204,28198,28201,28195,28201,28206,28211,28211,28204,28206
2524,28204,28198,28201,28195,28201,28206,28211,28211,28204,28206,28207
2525,28198,28201,28195,28201,28206,28211,28211,28204,28206,28207,28195
2526,28201,28195,28201,28206,28211,28211,28204,28206,28207,28195,28194
2527,28195,28201,28206,28211,28211,28204,28206,28207,28195,28194,28174
2528,28201,28206,28211,28211,28204,28206,28207,28195,28194,28174,28168
2529,28206,28211,28211,28204,28206,28207,28195,28194,28174,28168,28179
2530,28211,28211,28204,28206,28207,28195,28194,28174,28168,28179,28162
2531,28211,28204,28206,28207,28195,28194,28174,28168,28179,28162,28160
2532,28204,28206,28207,28195,28194,28174,28168,28179,28162,28160,28156
2533,28206,28207,28195,28194,28174,28168,28179,28162,28160,28156,28154
2534,28207,28195,28194,28174,28168,28179,28162,28160,28156,28154,28155
2535,28195,28194,28174,28168,28179,28162,28160,28156,28154,28155,28169
2536,28194,28174,28168,28179,28162,28160,28156,28154,28155,28169,28170
2537,28174,28168,28179,28162,28160,28156,28154,28155,28169,28170,28169
2538,28168,28179,28162,28160,28156,28154,28155,28169,28170,28169,28162
2539,28179,28162,28160,28156,28154,28155,28169,28170,28169,28162,28158
2540,28162,28160,28156,28154,28155,28169,28170,28169,28162,28158,28159
2541,28160,28156,28154,28155,28169,28170,28169,28162,28158,28159,28157
2542,28156,28154,28155,28169,28170,28169,28162,28158,28159,28157,28157
2543,28154,28155,28169,28170,28169,28162,28158,28159,28157,28157,28157
2544,28155,28169,28170,28169,28162,28158,28159,28157,28157,28157,28161
2545,28169,28170,28169,28162,28158,28159,28157,28157,28157,28161,28176
2546,28170,28169,28162,28158,28159,28157,28157,28157,28161,28176,28176
2547,28169,28162,28158,28159,28157,28157,28157,28161,28176,28176,28169
2548,28162,28158,28159,28157,28157,28157,28161,28176,28176,28169,28172
2549,28158,28159,28157,28157,28157,28161,28176,28176,28169,28172,28170
2550,28159,28157,28157,28157,28161,28176,28176,28169,28172,28170,28170
2551,28157,28157,28157,28161,28176,28176,28169,28172,28170,28170,28164
2552,28157,28157,28161,28176,28176,28169,28172,28170,28170,28164,28155
2553,28157,28161,28176,28176,28169,28172,28170,28170,28164,28155,28149
2554,28161,28176,28176,28169,28172,28170,28170,28164,28155,28149,28143
2555,28176,28176,28169,28172,28170,28170,28164,28155,28149,28143,28143
2556,28176,28169,28172,28170,28170,28164,28155,28149,28143,28143,28137
2557,28169,28172,28170,28170,28164,28155,28149,28143,28143,28137,28151
2558,28172,28170,28170,28164,28155,28149,28143,28143,28137,28151,28150
2559,28170,28170,28164,28155,28149,28143,28143,28137,28151,28150,28158
2560,28170,28164,28155,28149,28143,28143,28137,28151,28150,28158,28155
2561,28164,28155,28149,28143,28143,28137,28151,28150,28158,28155,28152
2562,28155,28149,28143,28143,28137,28151,28150,28158,28155,28152,28143
2563,28149,28143,28143,28137,28151,28150,28158,28155,28152,28143,28137
2564,28143,28143,28137,28151,28150,28158,28155,28152,28143,28137,28115
2565,28143,28137,28151,28150,28158,28155,28152,28143,28137,28115,28088
2566,28137,28151,28150,28158,28155,28152,28143,28137,28115,28088,28076
2567,28151,28150,28158,28155,28152,28143,28137,28115,28088,28076,28081
2568,28150,28158,28155,28152,28143,28137,28115,28088,28076,28081,28091
2569,28158,28155,28152,28143,28137,28115,28088,28076,28081,28091,28086
2570,28155,28152,28143,28137,28115,28088,28076,28081,28091,28086,28084
2571,28152,28143,28137,28115,28088,28076,28081,28091,28086,28084,28084
2572,28143,28137,28115,28088,28076,28081,28091,28086,28084,28084,28098
2573,28137,28115,28088,28076,28081,28091,28086,28084,28084,28098,28078
2574,28115,28088,28076,28081,28091,28086,28084,28084,28098,28078,28086
2575,28088,28076,28081,28091,28086,28084,28084,28098,28078,28086,28083
2576,28076,28081,28091,28086,28084,28084,28098,28078,28086,28083,28074
2577,28081,28091,28086,28084,28084,28098,28078,28086,28083,28074,28068
2578,28091,28086,28084,28084,28098,28078,28086,28083,28074,28068,28062
2579,28086,28084,28084,28098,28078,28086,28083,28074,28068,28062,28066
2580,28084,28084,28098,28078,28086,28083,28074,28068,28062,28066,28060
2581,28084,28098,28078,28086,28083,28074,28068,28062,28066,28060,28061
2582,28098,28078,28086,28083,28074,28068,28062,28066,28060,28061,28054
2583,28078,28086,28083,28074,28068,28062,28066,28060,28061,28054,28060
2584,28086,28083,28074,28068,28062,28066,28060,28061,28054,28060,28053
2585,28083,28074,28068,28062,28066,28060,28061,28054,28060,28053,28062
2586,28074,28068,28062,28066,28060,28061,28054,28060,28053,28062,28068
2587,28068,28062,28066,28060,28061,28054,28060,28053,28062,28068,28096
2588,28062,28066,28060,28061,28054,28060,28053,28062,28068,28096,28094
2589,28066,28060,28061,28054,28060,28053,28062,28068,28096,28094,28081
2590,28060,28061,28054,28060,28053,28062,28068,28096,28094,28081,28091
2591,28061,28054,28060,28053,28062,28068,28096,28094,28081,28091,28093
2592,28054,28060,28053,28062,28068,28096,28094,28081,28091,28093,28100
2593,28060,28053,28062,28068,28096,28094,28081,28091,28093,28100,28102
2594,28053,28062,28068,28096,28094,28081,28091,28093,28100,28102,28097
2595,28062,28068,28096,28094,28081,28091,28093,28100,28102,28097,28101
2596,28068,28096,28094,28081,28091,28093,28100,28102,28097,28101,28109
2597,28096,28094,28081,28091,28093,28100,28102,28097,28101,28109,28106
2598,28094,28081,28091,28093,28100,28102,28097,28101,28109,28106,28106
2599,28081,28091,28093,28100,28102,28097,28101,28109,28106,28106,28136
2600,28091,28093,28100,28102,28097,28101,28109,28106,28106,28136,28138
2601,28093,28100,28102,28097,28101,28109,28106,28106,28136,28138,28138
2602,28100,28102,28097,28101,28109,28106,28106,28136,28138,28138,28133
2603,28102,28097,28101,28109,28106,28106,28136,28138,28138,28133,28135
2604,28097,28101,28109,28106,28106,28136,28138,28138,28133,28135,28136
2605,28101,28109,28106,28106,28136,28138,28138,28133,28135,28136,28134
2606,28109,28106,28106,28136,28138,28138,28133,28135,28136,28134,28126
2607,28106,28106,28136,28138,28138,28133,28135,28136,28134,28126,28126
2608,28106,28136,28138,28138,28133,28135,28136,28134,28126,28126,28131
2609,28136,28138,28138,28133,28135,28136,28134,28126,28126,28131,28122
2610,28138,28138,28133,28135,28136,28134,28126,28126,28131,28122,28125
2611,28138,28133,28135,28136,28134,28126,28126,28131,28122,28125,28132
2612,28133,28135,28136,28134,28126,28126,28131,28122,28125,28132,28127
2613,28135,28136,28134,28126,28126,28131,28122,28125,28132,28127,28116
2614,28136,28134,28126,28126,28131,28122,28125,28132,28127,28116,28115
2615,28134,28126,28126,28131,28122,28125,28132,28127,28116,28115,28111
2616,28126,28126,28131,28122,28125,28132,28127,28116,28115,28111,28113
2617,28126,28131,28122,28125,28132,28127,28116,28115,28111,28113,28106
2618,28131,28122,28125,28132,28127,28116,28115,28111,28113,28106,28104
2619,28122,28125,28132,28127,28116,28115,28111,28113,28106,28104,28101
2620,28125,28132,28127,28116,28115,28111,28113,28106,28104,28101,28076
2621,28132,28127,28116,28115,28111,28113,28106,28104,28101,28076,28091
2622,28127,28116,28115,28111,28113,28106,28104,28101,28076,28091,28125
2623,28116,28115,28111,28113,28106,28104,28101,28076,28091,28125,28129
2624,28115,28111,28113,28106,28104,28101,28076,28091,28125,28129,28124
2625,28111,28113,28106,28104,28101,28076,28091,28125,28129,28124,28115
2626,28113,28106,28104,28101,28076,28091,28125,28129,28124,28115,28128
2627,28106,28104,28101,28076,28091,28125,28129,28124,28115,28128,28165
2628,28104,28101,28076,28091,28125,28129,28124,28115,28128,28165,28166
2629,28101,28076,28091,28125,28129,28124,28115,28128,28165,28166,28233
2630,28076,28091,28125,28129,28124,28115,28128,28165,28166,28233,28196
2631,28091,28125,28129,28124,28115,28128,28165,28166,28233,28196,28201
2632,28125,28129,28124,28115,28128,28165,28166,28233,28196,28201,28190
2633,28129,28124,28115,28128,28165,28166,28233,28196,28201,28190,28199
2634,28124,28115,28128,28165,28166,28233,28196,28201,28190,28199,28208
2635,28115,28128,28165,28166,28233,28196,28201,28190,28199,28208,28222
2636,28128,28165,28166,28233,28196,28201,28190,28199,28208,28222,28266
2637,28165,28166,28233,28196,28201,28190,28199,28208,28222,28266,28340
2638,28166,28233,28196,28201,28190,28199,28208,28222,28266,28340,28363
2639,28233,28196,28201,28190,28199,28208,28222,28266,28340,28363,28435
2640,28196,28201,28190,28199,28208,28222,28266,28340,28363,28435,28390
2641,28201,28190,28199,28208,28222,28266,28340,28363,28435,28390,28362
2642,28190,28199,28208,28222,28266,28340,28363,28435,28390,28362,28366
2643,28199,28208,28222,28266,28340,28363,28435,28390,28362,28366,28381
2644,28208,28222,28266,28340,28363,28435,28390,28362,28366,28381,28359
2645,28222,28266,28340,28363,28435,28390,28362,28366,28381,28359,28400
2646,28266,28340,28363,28435,28390,28362,28366,28381,28359,28400,28400
2647,28340,28363,28435,28390,28362,28366,28381,28359,28400,28400,28404
2648,28363,28435,28390,28362,28366,28381,28359,28400,28400,28404,28404
2649,28435,28390,28362,28366,28381,28359,28400,28400,28404,28404,28396
2650,28390,28362,28366,28381,28359,28400,28400,28404,28404,28396,28427
2651,28362,28366,28381,28359,28400,28400,28404,28404,28396,28427,28452
2652,28366,28381,28359,28400,28400,28404,28404,28396,28427,28452,28443
2653,28381,28359,28400,28400,28404,28404,28396,28427,28452,28443,28432
2654,28359,28400,28400,28404,28404,28396,28427,28452,28443,28432,28400
2655,28400,28400,28404,28404,28396,28427,28452,28443,28432,28400,28401
2656,28400,28404,28404,28396,28427,28452,28443,28432,28400,28401,28435
2657,28404,28404,28396,28427,28452,28443,28432,28400,28401,28435,28416
2658,28404,28396,28427,28452,28443,28432,28400,28401,28435,28416,28432
2659,28396,28427,28452,28443,28432,28400,28401,28435,28416,28432,28457
2660,28427,28452,28443,28432,28400,28401,28435,28416,28432,28457,28590
2661,28452,28443,28432,28400,28401,28435,28416,28432,28457,28590,28636
2662,28443,28432,28400,28401,28435,28416,28432,28457,28590,28636,28638
2663,28432,28400,28401,28435,28416,28432,28457,28590,28636,28638,28650
2664,28400,28401,28435,28416,28432,28457,28590,28636,28638,28650,28631
2665,28401,28435,28416,28432,28457,28590,28636,28638,28650,28631,28646
2666,28435,28416,28432,28457,28590,28636,28638,28650,28631,28646,28559
2667,28416,28432,28457,28590,28636,28638,28650,28631,28646,28559,28526
2668,28432,28457,28590,28636,28638,28650,28631,28646,28559,28526,28527
2669,28457,28590,28636,28638,28650,28631,28646,28559,28526,28527,28556
2670,28590,28636,28638,28650,28631,28646,28559,28526,28527,28556,28613
2671,28636,28638,28650,28631,28646,28559,28526,28527,28556,28613,28646
2672,28638,28650,28631,28646,28559,28526,28527,28556,28613,28646,28622
2673,28650,28631,28646,28559,28526,28527,28556,28613,28646,28622,28626
2674,28631,28646,28559,28526,28527,28556,28613,28646,28622,28626,28613
2675,28646,28559,28526,28527,28556,28613,28646,28622,28626,28613,28636
2676,28559,28526,28527,28556,28613,28646,28622,28626,28613,28636,28621
2677,28526,28527,28556,28613,28646,28622,28626,28613,28636,28621,28620
2678,28527,28556,28613,28646,28622,28626,28613,28636,28621,28620,28592
2679,28556,28613,28646,28622,28626,28613,28636,28621,28620,28592,28590
2680,28613,28646,28622,28626,28613,28636,28621,28620,28592,28590,28606
2681,28646,28622,28626,28613,28636,28621,28620,28592,28590,28606,28568
2682,28622,28626,28613,28636,28621,28620,28592,28590,28606,28568,28563
2683,28626,28613,28636,28621,28620,28592,28590,28606,28568,28563,28551
2684,28613,28636,28621,28620,28592,28590,28606,28568,28563,28551,28534
2685,28636,28621,28620,28592,28590,28606,28568,28563,28551,28534,28554
2686,28621,28620,28592,28590,28606,28568,28563,28551,28534,28554,28548
2687,28620,28592,28590,28606,28568,28563,28551,28534,28554,28548,28544
2688,28592,28590,28606,28568,28563,28551,28534,28554,28548,28544,28557
2689,28590,28606,28568,28563,28551,28534,28554,28548,28544,28557,28555
2690,28606,28568,28563,28551,28534,28554,28548,28544,28557,28555,28581
2691,28568,28563,28551,28534,28554,28548,28544,28557,28555,28581,28588
2692,28563,28551,28534,28554,28548,28544,28557,28555,28581,28588,28611
2693,28551,28534,28554,28548,28544,28557,28555,28581,28588,28611,28592
2694,28534,28554,28548,28544,28557,28555,28581,28588,28611,28592,28576
2695,28554,28548,28544,28557,28555,28581,28588,28611,28592,28576,28574
2696,28548,28544,28557,28555,28581,28588,28611,28592,28576,28574,28566
2697,28544,28557,28555,28581,28588,28611,28592,28576,28574,28566,28554
2698,28557,28555,28581,28588,28611,28592,28576,28574,28566,28554,28604
2699,28555,28581,28588,28611,28592,28576,28574,28566,28554,28604,28598
2700,28581,28588,28611,28592,28576,28574,28566,28554,28604,28598,28599
2701,28588,28611,28592,28576,28574,28566,28554,28604,28598,28599,28575
2702,28611,28592,28576,28574,28566,28554,28604,28598,28599,28575,28592
2703,28592,28576,28574,28566,28554,28604,28598,28599,28575,28592,28610
2704,28576,28574,28566,28554,28604,28598,28599,28575,28592,28610,28596
2705,28574,28566,28554,28604,28598,28599,28575,28592,28610,28596,28612
2706,28566,28554,28604,28598,28599,28575,28592,28610,28596,28612,28622
2707,28554,28604,28598,28599,28575,28592,28610,28596,28612,28622,28614
2708,28604,28598,28599,28575,28592,28610,28596,28612,28622,28614,28572
2709,28598,28599,28575,28592,28610,28596,28612,28622,28614,28572,28555
2710,28599,28575,28592,28610,28596,28612,28622,28614,28572,28555,28581
2711,28575,28592,28610,28596,28612,28622,28614,28572,28555,28581,28577
2712,28592,28610,28596,28612,28622,28614,28572,28555,28581,28577,28563
2713,28610,28596,28612,28622,28614,28572,28555,28581,28577,28563,28547
2714,28596,28612,28622,28614,28572,28555,28581,28577,28563,28547,28551
2715,28612,28622,28614,28572,28555,28581,28577,28563,28547,28551,28555
2716,28622,28614,28572,28555,28581,28577,28563,28547,28551,28555,28537
2717,28614,28572,28555,28581,28577,28563,28547,28551,28555,28537,28552
2718,28572,28555,28581,28577,28563,28547,28551,28555,28537,28552,28552
2719,28555,28581,28577,28563,28547,28551,28555,28537,28552,28552,28563
2720,28581,28577,28563,28547,28551,28555,28537,28552,28552,28563,28562
2721,28577,28563,28547,28551,28555,28537,28552,28552,28563,28562,28550
2722,28563,28547,28551,28555,28537,28552,28552,28563,28562,28550,28562
2723,28547,28551,28555,28537,28552,28552,28563,28562,28550,28562,28558
2724,28551,28555,28537,28552,28552,28563,28562,28550,28562,28558,28543
2725,28555,28537,28552,28552,28563,28562,28550,28562,28558,28543,28547
2726,28537,28552,28552,28563,28562,28550,28562,28558,28543,28547,28555
2727,28552,28552,28563,28562,28550,28562,28558,28543,28547,28555,28562
2728,28552,28563,28562,28550,28562,28558,28543,28547,28555,28562,28570
2729,28563,28562,28550,28562,28558,28543,28547,28555,28562,28570,28570
2730,28562,28550,28562,28558,28543,28547,28555,28562,28570,28570,28577
2731,28550,28562,28558,28543,28547,28555,28562,28570,28570,28577,28575
2732,28562,28558,28543,28547,28555,28562,28570,28570,28577,28575,28580
2733,28558,28543,28547,28555,28562,28570,28570,28577,28575,28580,28596
2734,28543,28547,28555,28562,28570,28570,28577,28575,28580,28596,28602
2735,28547,28555,28562,28570,28570,28577,28575,28580,28596,28602,28619
2736,28555,28562,28570,28570,28577,28575,28580,28596,28602,28619,28617
2737,28562,28570,28570,28577,28575,28580,28596,28602,28619,28617,28621
2738,28570,28570,28577,28575,28580,28596,28602,28619,28617,28621,28621
2739,28570,28577,28575,28580,28596,28602,28619,28617,28621,28621,28611
2740,28577,28575,28580,28596,28602,28619,28617,28621,28621,28611,28605
2741,28575,28580,28596,28602,28619,28617,28621,28621,28611,28605,28618
2742,28580,28596,28602,28619,28617,28621,28621,28611,28605,28618,28616
2743,28596,28602,28619,28617,28621,28621,28611,28605,28618,28616,28616
2744,28602,28619,28617,28621,28621,28611,28605,28618,28616,28616,28663
2745,28619,28617,28621,28621,28611,28605,28618,28616,28616,28663,28640
2746,28617,28621,28621,28611,28605,28618,28616,28616,28663,28640,28635
2747,28621,28621,28611,28605,28618,28616,28616,28663,28640,28635,28630
2748,28621,28611,28605,28618,28616,28616,28663,28640,28635,28630,28630
2749,28611,28605,28618,28616,28616,28663,28640,28635,28630,28630,28626
2750,28605,28618,28616,28616,28663,28640,28635,28630,28630,28626,28629
2751,28618,28616,28616,28663,28640,28635,28630,28630,28626,28629,28615
2752,28616,28616,28663,28640,28635,28630,28630,28626,28629,28615,28607
2753,28616,28663,28640,28635,28630,28630,28626,28629,28615,28607,28606
2754,28663,28640,28635,28630,28630,28626,28629,28615,28607,28606,28616
2755,28640,28635,28630,28630,28626,28629,28615,28607,28606,28616,28625
2756,28635,28630,28630,28626,28629,28615,28607,28606,28616,28625,28609
2757,28630,28630,28626,28629,28615,28607,28606,28616,28625,28609,28604
2758,28630,28626,28629,28615,28607,28606,28616,28625,28609,28604,28606
2759,28626,28629,28615,28607,28606,28616,28625,28609,28604,28606,28613
2760,28629,28615,28607,28606,28616,28625,28609,28604,28606,28613,28624
2761,28615,28607,28606,28616,28625,28609,28604,28606,28613,28624,28653
2762,28607,28606,28616,28625,28609,28604,28606,28613,28624,28653,28684
2763,28606,28616,28625,28609,28604,28606,28613,28624,28653,28684,28634
2764,28616,28625,28609,28604,28606,28613,28624,28653,28684,28634,28614
2765,28625,28609,28604,28606,28613,28624,28653,28684,28634,28614,28614
2766,28609,28604,28606,28613,28624,28653,28684,28634,28614,28614,28567
2767,28604,28606,28613,28624,28653,28684,28634,28614,28614,28567,28570
2768,28606,28613,28624,28653,28684,28634,28614,28614,28567,28570,28550
2769,28613,28624,28653,28684,28634,28614,28614,28567,28570,28550,28534
2770,28624,28653,28684,28634,28614,28614,28567,28570,28550,28534,28540
