,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,result
4232,27982,28007,28009,27999,28004,28000,28013,28010,28027,28023,28033
4233,28007,28009,27999,28004,28000,28013,28010,28027,28023,28033,28041
4234,28009,27999,28004,28000,28013,28010,28027,28023,28033,28041,28046
4235,27999,28004,28000,28013,28010,28027,28023,28033,28041,28046,28046
4236,28004,28000,28013,28010,28027,28023,28033,28041,28046,28046,28049
4237,28000,28013,28010,28027,28023,28033,28041,28046,28046,28049,28048
4238,28013,28010,28027,28023,28033,28041,28046,28046,28049,28048,28050
4239,28010,28027,28023,28033,28041,28046,28046,28049,28048,28050,28045
4240,28027,28023,28033,28041,28046,28046,28049,28048,28050,28045,28041
4241,28023,28033,28041,28046,28046,28049,28048,28050,28045,28041,28030
4242,28033,28041,28046,28046,28049,28048,28050,28045,28041,28030,28032
4243,28041,28046,28046,28049,28048,28050,28045,28041,28030,28032,28024
4244,28046,28046,28049,28048,28050,28045,28041,28030,28032,28024,28022
4245,28046,28049,28048,28050,28045,28041,28030,28032,28024,28022,28022
4246,28049,28048,28050,28045,28041,28030,28032,28024,28022,28022,28024
4247,28048,28050,28045,28041,28030,28032,28024,28022,28022,28024,28024
4248,28050,28045,28041,28030,28032,28024,28022,28022,28024,28024,28043
4249,28045,28041,28030,28032,28024,28022,28022,28024,28024,28043,28045
4250,28041,28030,28032,28024,28022,28022,28024,28024,28043,28045,28047
4251,28030,28032,28024,28022,28022,28024,28024,28043,28045,28047,28050
4252,28032,28024,28022,28022,28024,28024,28043,28045,28047,28050,28055
4253,28024,28022,28022,28024,28024,28043,28045,28047,28050,28055,28052
4254,28022,28022,28024,28024,28043,28045,28047,28050,28055,28052,28054
4255,28022,28024,28024,28043,28045,28047,28050,28055,28052,28054,28053
4256,28024,28024,28043,28045,28047,28050,28055,28052,28054,28053,28052
4257,28024,28043,28045,28047,28050,28055,28052,28054,28053,28052,28057
4258,28043,28045,28047,28050,28055,28052,28054,28053,28052,28057,28062
4259,28045,28047,28050,28055,28052,28054,28053,28052,28057,28062,28056
4260,28047,28050,28055,28052,28054,28053,28052,28057,28062,28056,28056
4261,28050,28055,28052,28054,28053,28052,28057,28062,28056,28056,28056
4262,28055,28052,28054,28053,28052,28057,28062,28056,28056,28056,28064
4263,28052,28054,28053,28052,28057,28062,28056,28056,28056,28064,28067
4264,28054,28053,28052,28057,28062,28056,28056,28056,28064,28067,28068
4265,28053,28052,28057,28062,28056,28056,28056,28064,28067,28068,28052
4266,28052,28057,28062,28056,28056,28056,28064,28067,28068,28052,28038
4267,28057,28062,28056,28056,28056,28064,28067,28068,28052,28038,28042
4268,28062,28056,28056,28056,28064,28067,28068,28052,28038,28042,28049
4269,28056,28056,28056,28064,28067,28068,28052,28038,28042,28049,28046
4270,28056,28056,28064,28067,28068,28052,28038,28042,28049,28046,28048
4271,28056,28064,28067,28068,28052,28038,28042,28049,28046,28048,28044
4272,28064,28067,28068,28052,28038,28042,28049,28046,28048,28044,28048
4273,28067,28068,28052,28038,28042,28049,28046,28048,28044,28048,28046
4274,28068,28052,28038,28042,28049,28046,28048,28044,28048,28046,28045
4275,28052,28038,28042,28049,28046,28048,28044,28048,28046,28045,28046
4276,28038,28042,28049,28046,28048,28044,28048,28046,28045,28046,28042
4277,28042,28049,28046,28048,28044,28048,28046,28045,28046,28042,28039
4278,28049,28046,28048,28044,28048,28046,28045,28046,28042,28039,28036
4279,28046,28048,28044,28048,28046,28045,28046,28042,28039,28036,28041
4280,28048,28044,28048,28046,28045,28046,28042,28039,28036,28041,28043
4281,28044,28048,28046,28045,28046,28042,28039,28036,28041,28043,28077
4282,28048,28046,28045,28046,28042,28039,28036,28041,28043,28077,28089
4283,28046,28045,28046,28042,28039,28036,28041,28043,28077,28089,28118
4284,28045,28046,28042,28039,28036,28041,28043,28077,28089,28118,28106
4285,28046,28042,28039,28036,28041,28043,28077,28089,28118,28106,28095
4286,28042,28039,28036,28041,28043,28077,28089,28118,28106,28095,28092
4287,28039,28036,28041,28043,28077,28089,28118,28106,28095,28092,28082
4288,28036,28041,28043,28077,28089,28118,28106,28095,28092,28082,28083
4289,28041,28043,28077,28089,28118,28106,28095,28092,28082,28083,28083
4290,28043,28077,28089,28118,28106,28095,28092,28082,28083,28083,28087
4291,28077,28089,28118,28106,28095,28092,28082,28083,28083,28087,28087
4292,28089,28118,28106,28095,28092,28082,28083,28083,28087,28087,28086
4293,28118,28106,28095,28092,28082,28083,28083,28087,28087,28086,28098
4294,28106,28095,28092,28082,28083,28083,28087,28087,28086,28098,28086
4295,28095,28092,28082,28083,28083,28087,28087,28086,28098,28086,28082
4296,28092,28082,28083,28083,28087,28087,28086,28098,28086,28082,28088
4297,28082,28083,28083,28087,28087,28086,28098,28086,28082,28088,28086
4298,28083,28083,28087,28087,28086,28098,28086,28082,28088,28086,28087
4299,28083,28087,28087,28086,28098,28086,28082,28088,28086,28087,28089
4300,28087,28087,28086,28098,28086,28082,28088,28086,28087,28089,28083
4301,28087,28086,28098,28086,28082,28088,28086,28087,28089,28083,28073
4302,28086,28098,28086,28082,28088,28086,28087,28089,28083,28073,28071
4303,28098,28086,28082,28088,28086,28087,28089,28083,28073,28071,28067
4304,28086,28082,28088,28086,28087,28089,28083,28073,28071,28067,28066
4305,28082,28088,28086,28087,28089,28083,28073,28071,28067,28066,28077
4306,28088,28086,28087,28089,28083,28073,28071,28067,28066,28077,28066
4307,28086,28087,28089,28083,28073,28071,28067,28066,28077,28066,28062
4308,28087,28089,28083,28073,28071,28067,28066,28077,28066,28062,28071
4309,28089,28083,28073,28071,28067,28066,28077,28066,28062,28071,28090
4310,28083,28073,28071,28067,28066,28077,28066,28062,28071,28090,28086
4311,28073,28071,28067,28066,28077,28066,28062,28071,28090,28086,28079
4312,28071,28067,28066,28077,28066,28062,28071,28090,28086,28079,28082
4313,28067,28066,28077,28066,28062,28071,28090,28086,28079,28082,28065
4314,28066,28077,28066,28062,28071,28090,28086,28079,28082,28065,28062
4315,28077,28066,28062,28071,28090,28086,28079,28082,28065,28062,28061
4316,28066,28062,28071,28090,28086,28079,28082,28065,28062,28061,28065
4317,28062,28071,28090,28086,28079,28082,28065,28062,28061,28065,28065
4318,28071,28090,28086,28079,28082,28065,28062,28061,28065,28065,28067
4319,28090,28086,28079,28082,28065,28062,28061,28065,28065,28067,28066
4320,28086,28079,28082,28065,28062,28061,28065,28065,28067,28066,28070
4321,28079,28082,28065,28062,28061,28065,28065,28067,28066,28070,28071
4322,28082,28065,28062,28061,28065,28065,28067,28066,28070,28071,28071
4323,28065,28062,28061,28065,28065,28067,28066,28070,28071,28071,28071
4324,28062,28061,28065,28065,28067,28066,28070,28071,28071,28071,28071
4325,28061,28065,28065,28067,28066,28070,28071,28071,28071,28071,28062
4326,28065,28065,28067,28066,28070,28071,28071,28071,28071,28062,28060
4327,28065,28067,28066,28070,28071,28071,28071,28071,28062,28060,28062
4328,28067,28066,28070,28071,28071,28071,28071,28062,28060,28062,28063
4329,28066,28070,28071,28071,28071,28071,28062,28060,28062,28063,28061
4330,28070,28071,28071,28071,28071,28062,28060,28062,28063,28061,28067
4331,28071,28071,28071,28071,28062,28060,28062,28063,28061,28067,28056
4332,28071,28071,28071,28062,28060,28062,28063,28061,28067,28056,28071
4333,28071,28071,28062,28060,28062,28063,28061,28067,28056,28071,28080
4334,28071,28062,28060,28062,28063,28061,28067,28056,28071,28080,28074
4335,28062,28060,28062,28063,28061,28067,28056,28071,28080,28074,28046
4336,28060,28062,28063,28061,28067,28056,28071,28080,28074,28046,28048
4337,28062,28063,28061,28067,28056,28071,28080,28074,28046,28048,28044
4338,28063,28061,28067,28056,28071,28080,28074,28046,28048,28044,28046
4339,28061,28067,28056,28071,28080,28074,28046,28048,28044,28046,28060
4340,28067,28056,28071,28080,28074,28046,28048,28044,28046,28060,28058
4341,28056,28071,28080,28074,28046,28048,28044,28046,28060,28058,28057
4342,28071,28080,28074,28046,28048,28044,28046,28060,28058,28057,28045
4343,28080,28074,28046,28048,28044,28046,28060,28058,28057,28045,28041
4344,28074,28046,28048,28044,28046,28060,28058,28057,28045,28041,28040
4345,28046,28048,28044,28046,28060,28058,28057,28045,28041,28040,28040
4346,28048,28044,28046,28060,28058,28057,28045,28041,28040,28040,28037
4347,28044,28046,28060,28058,28057,28045,28041,28040,28040,28037,28026
4348,28046,28060,28058,28057,28045,28041,28040,28040,28037,28026,28008
4349,28060,28058,28057,28045,28041,28040,28040,28037,28026,28008,28024
4350,28058,28057,28045,28041,28040,28040,28037,28026,28008,28024,28025
4351,28057,28045,28041,28040,28040,28037,28026,28008,28024,28025,28024
4352,28045,28041,28040,28040,28037,28026,28008,28024,28025,28024,28025
4353,28041,28040,28040,28037,28026,28008,28024,28025,28024,28025,28033
4354,28040,28040,28037,28026,28008,28024,28025,28024,28025,28033,28033
4355,28040,28037,28026,28008,28024,28025,28024,28025,28033,28033,28042
4356,28037,28026,28008,28024,28025,28024,28025,28033,28033,28042,28043
4357,28026,28008,28024,28025,28024,28025,28033,28033,28042,28043,28044
4358,28008,28024,28025,28024,28025,28033,28033,28042,28043,28044,28039
4359,28024,28025,28024,28025,28033,28033,28042,28043,28044,28039,28039
4360,28025,28024,28025,28033,28033,28042,28043,28044,28039,28039,28044
4361,28024,28025,28033,28033,28042,28043,28044,28039,28039,28044,28046
4362,28025,28033,28033,28042,28043,28044,28039,28039,28044,28046,28046
4363,28033,28033,28042,28043,28044,28039,28039,28044,28046,28046,28046
4364,28033,28042,28043,28044,28039,28039,28044,28046,28046,28046,28052
4365,28042,28043,28044,28039,28039,28044,28046,28046,28046,28052,28049
4366,28043,28044,28039,28039,28044,28046,28046,28046,28052,28049,28052
4367,28044,28039,28039,28044,28046,28046,28046,28052,28049,28052,28052
4368,28039,28039,28044,28046,28046,28046,28052,28049,28052,28052,28051
4369,28039,28044,28046,28046,28046,28052,28049,28052,28052,28051,28051
4370,28044,28046,28046,28046,28052,28049,28052,28052,28051,28051,28041
4371,28046,28046,28046,28052,28049,28052,28052,28051,28051,28041,28036
4372,28046,28046,28052,28049,28052,28052,28051,28051,28041,28036,28042
4373,28046,28052,28049,28052,28052,28051,28051,28041,28036,28042,28044
4374,28052,28049,28052,28052,28051,28051,28041,28036,28042,28044,28043
4375,28049,28052,28052,28051,28051,28041,28036,28042,28044,28043,28042
4376,28052,28052,28051,28051,28041,28036,28042,28044,28043,28042,28040
4377,28052,28051,28051,28041,28036,28042,28044,28043,28042,28040,28025
4378,28051,28051,28041,28036,28042,28044,28043,28042,28040,28025,28021
4379,28051,28041,28036,28042,28044,28043,28042,28040,28025,28021,28022
4380,28041,28036,28042,28044,28043,28042,28040,28025,28021,28022,28008
4381,28036,28042,28044,28043,28042,28040,28025,28021,28022,28008,28018
4382,28042,28044,28043,28042,28040,28025,28021,28022,28008,28018,28015
4383,28044,28043,28042,28040,28025,28021,28022,28008,28018,28015,28010
4384,28043,28042,28040,28025,28021,28022,28008,28018,28015,28010,28007
4385,28042,28040,28025,28021,28022,28008,28018,28015,28010,28007,28012
4386,28040,28025,28021,28022,28008,28018,28015,28010,28007,28012,28007
4387,28025,28021,28022,28008,28018,28015,28010,28007,28012,28007,27998
4388,28021,28022,28008,28018,28015,28010,28007,28012,28007,27998,27961
4389,28022,28008,28018,28015,28010,28007,28012,28007,27998,27961,27971
4390,28008,28018,28015,28010,28007,28012,28007,27998,27961,27971,27973
4391,28018,28015,28010,28007,28012,28007,27998,27961,27971,27973,27984
4392,28015,28010,28007,28012,28007,27998,27961,27971,27973,27984,27976
4393,28010,28007,28012,28007,27998,27961,27971,27973,27984,27976,27970
4394,28007,28012,28007,27998,27961,27971,27973,27984,27976,27970,27963
4395,28012,28007,27998,27961,27971,27973,27984,27976,27970,27963,27978
4396,28007,27998,27961,27971,27973,27984,27976,27970,27963,27978,27986
4397,27998,27961,27971,27973,27984,27976,27970,27963,27978,27986,27995
4398,27961,27971,27973,27984,27976,27970,27963,27978,27986,27995,28004
4399,27971,27973,27984,27976,27970,27963,27978,27986,27995,28004,28000
4400,27973,27984,27976,27970,27963,27978,27986,27995,28004,28000,28005
4401,27984,27976,27970,27963,27978,27986,27995,28004,28000,28005,28005
4402,27976,27970,27963,27978,27986,27995,28004,28000,28005,28005,28018
4403,27970,27963,27978,27986,27995,28004,28000,28005,28005,28018,28010
4404,27963,27978,27986,27995,28004,28000,28005,28005,28018,28010,28013
4405,27978,27986,27995,28004,28000,28005,28005,28018,28010,28013,28012
4406,27986,27995,28004,28000,28005,28005,28018,28010,28013,28012,28002
4407,27995,28004,28000,28005,28005,28018,28010,28013,28012,28002,28006
4408,28004,28000,28005,28005,28018,28010,28013,28012,28002,28006,28003
4409,28000,28005,28005,28018,28010,28013,28012,28002,28006,28003,28002
4410,28005,28005,28018,28010,28013,28012,28002,28006,28003,28002,28002
4411,28005,28018,28010,28013,28012,28002,28006,28003,28002,28002,28014
4412,28018,28010,28013,28012,28002,28006,28003,28002,28002,28014,28015
4413,28010,28013,28012,28002,28006,28003,28002,28002,28014,28015,28017
4414,28013,28012,28002,28006,28003,28002,28002,28014,28015,28017,28016
4415,28012,28002,28006,28003,28002,28002,28014,28015,28017,28016,27998
4416,28002,28006,28003,28002,28002,28014,28015,28017,28016,27998,27999
4417,28006,28003,28002,28002,28014,28015,28017,28016,27998,27999,27985
4418,28003,28002,28002,28014,28015,28017,28016,27998,27999,27985,27987
4419,28002,28002,28014,28015,28017,28016,27998,27999,27985,27987,27992
4420,28002,28014,28015,28017,28016,27998,27999,27985,27987,27992,27990
4421,28014,28015,28017,28016,27998,27999,27985,27987,27992,27990,27991
4422,28015,28017,28016,27998,27999,27985,27987,27992,27990,27991,27991
4423,28017,28016,27998,27999,27985,27987,27992,27990,27991,27991,27989
4424,28016,27998,27999,27985,27987,27992,27990,27991,27991,27989,27988
4425,27998,27999,27985,27987,27992,27990,27991,27991,27989,27988,27991
4426,27999,27985,27987,27992,27990,27991,27991,27989,27988,27991,27991
4427,27985,27987,27992,27990,27991,27991,27989,27988,27991,27991,27992
4428,27987,27992,27990,27991,27991,27989,27988,27991,27991,27992,27990
4429,27992,27990,27991,27991,27989,27988,27991,27991,27992,27990,27990
4430,27990,27991,27991,27989,27988,27991,27991,27992,27990,27990,28005
4431,27991,27991,27989,27988,27991,27991,27992,27990,27990,28005,28004
4432,27991,27989,27988,27991,27991,27992,27990,27990,28005,28004,28007
4433,27989,27988,27991,27991,27992,27990,27990,28005,28004,28007,28006
4434,27988,27991,27991,27992,27990,27990,28005,28004,28007,28006,28007
4435,27991,27991,27992,27990,27990,28005,28004,28007,28006,28007,28008
4436,27991,27992,27990,27990,28005,28004,28007,28006,28007,28008,28012
4437,27992,27990,27990,28005,28004,28007,28006,28007,28008,28012,28019
4438,27990,27990,28005,28004,28007,28006,28007,28008,28012,28019,28035
4439,27990,28005,28004,28007,28006,28007,28008,28012,28019,28035,28035
4440,28005,28004,28007,28006,28007,28008,28012,28019,28035,28035,28030
4441,28004,28007,28006,28007,28008,28012,28019,28035,28035,28030,28029
4442,28007,28006,28007,28008,28012,28019,28035,28035,28030,28029,28030
4443,28006,28007,28008,28012,28019,28035,28035,28030,28029,28030,28025
4444,28007,28008,28012,28019,28035,28035,28030,28029,28030,28025,28026
4445,28008,28012,28019,28035,28035,28030,28029,28030,28025,28026,28026
4446,28012,28019,28035,28035,28030,28029,28030,28025,28026,28026,28036
4447,28019,28035,28035,28030,28029,28030,28025,28026,28026,28036,28033
4448,28035,28035,28030,28029,28030,28025,28026,28026,28036,28033,28038
4449,28035,28030,28029,28030,28025,28026,28026,28036,28033,28038,28039
4450,28030,28029,28030,28025,28026,28026,28036,28033,28038,28039,28037
4451,28029,28030,28025,28026,28026,28036,28033,28038,28039,28037,28033
4452,28030,28025,28026,28026,28036,28033,28038,28039,28037,28033,28032
4453,28025,28026,28026,28036,28033,28038,28039,28037,28033,28032,28030
4454,28026,28026,28036,28033,28038,28039,28037,28033,28032,28030,28030
4455,28026,28036,28033,28038,28039,28037,28033,28032,28030,28030,28025
4456,28036,28033,28038,28039,28037,28033,28032,28030,28030,28025,28027
4457,28033,28038,28039,28037,28033,28032,28030,28030,28025,28027,28034
4458,28038,28039,28037,28033,28032,28030,28030,28025,28027,28034,28025
4459,28039,28037,28033,28032,28030,28030,28025,28027,28034,28025,28024
4460,28037,28033,28032,28030,28030,28025,28027,28034,28025,28024,28018
4461,28033,28032,28030,28030,28025,28027,28034,28025,28024,28018,28023
4462,28032,28030,28030,28025,28027,28034,28025,28024,28018,28023,28024
4463,28030,28030,28025,28027,28034,28025,28024,28018,28023,28024,28029
4464,28030,28025,28027,28034,28025,28024,28018,28023,28024,28029,28033
4465,28025,28027,28034,28025,28024,28018,28023,28024,28029,28033,28028
4466,28027,28034,28025,28024,28018,28023,28024,28029,28033,28028,28029
4467,28034,28025,28024,28018,28023,28024,28029,28033,28028,28029,28029
4468,28025,28024,28018,28023,28024,28029,28033,28028,28029,28029,28027
4469,28024,28018,28023,28024,28029,28033,28028,28029,28029,28027,28027
4470,28018,28023,28024,28029,28033,28028,28029,28029,28027,28027,28031
4471,28023,28024,28029,28033,28028,28029,28029,28027,28027,28031,28035
4472,28024,28029,28033,28028,28029,28029,28027,28027,28031,28035,28045
4473,28029,28033,28028,28029,28029,28027,28027,28031,28035,28045,28038
4474,28033,28028,28029,28029,28027,28027,28031,28035,28045,28038,28036
4475,28028,28029,28029,28027,28027,28031,28035,28045,28038,28036,28035
4476,28029,28029,28027,28027,28031,28035,28045,28038,28036,28035,28041
4477,28029,28027,28027,28031,28035,28045,28038,28036,28035,28041,28049
4478,28027,28027,28031,28035,28045,28038,28036,28035,28041,28049,28053
4479,28027,28031,28035,28045,28038,28036,28035,28041,28049,28053,28031
4480,28031,28035,28045,28038,28036,28035,28041,28049,28053,28031,28025
4481,28035,28045,28038,28036,28035,28041,28049,28053,28031,28025,28027
4482,28045,28038,28036,28035,28041,28049,28053,28031,28025,28027,28024
4483,28038,28036,28035,28041,28049,28053,28031,28025,28027,28024,28018
4484,28036,28035,28041,28049,28053,28031,28025,28027,28024,28018,28014
4485,28035,28041,28049,28053,28031,28025,28027,28024,28018,28014,28014
4486,28041,28049,28053,28031,28025,28027,28024,28018,28014,28014,28011
4487,28049,28053,28031,28025,28027,28024,28018,28014,28014,28011,28004
4488,28053,28031,28025,28027,28024,28018,28014,28014,28011,28004,27984
4489,28031,28025,28027,28024,28018,28014,28014,28011,28004,27984,27986
4490,28025,28027,28024,28018,28014,28014,28011,28004,27984,27986,28003
4491,28027,28024,28018,28014,28014,28011,28004,27984,27986,28003,28003
4492,28024,28018,28014,28014,28011,28004,27984,27986,28003,28003,28002
4493,28018,28014,28014,28011,28004,27984,27986,28003,28003,28002,28005
4494,28014,28014,28011,28004,27984,27986,28003,28003,28002,28005,28008
4495,28014,28011,28004,27984,27986,28003,28003,28002,28005,28008,28008
4496,28011,28004,27984,27986,28003,28003,28002,28005,28008,28008,28012
4497,28004,27984,27986,28003,28003,28002,28005,28008,28008,28012,28016
4498,27984,27986,28003,28003,28002,28005,28008,28008,28012,28016,28008
4499,27986,28003,28003,28002,28005,28008,28008,28012,28016,28008,28004
4500,28003,28003,28002,28005,28008,28008,28012,28016,28008,28004,28000
4501,28003,28002,28005,28008,28008,28012,28016,28008,28004,28000,27983
4502,28002,28005,28008,28008,28012,28016,28008,28004,28000,27983,27984
4503,28005,28008,28008,28012,28016,28008,28004,28000,27983,27984,27985
4504,28008,28008,28012,28016,28008,28004,28000,27983,27984,27985,27985
4505,28008,28012,28016,28008,28004,28000,27983,27984,27985,27985,27966
4506,28012,28016,28008,28004,28000,27983,27984,27985,27985,27966,27966
4507,28016,28008,28004,28000,27983,27984,27985,27985,27966,27966,27972
4508,28008,28004,28000,27983,27984,27985,27985,27966,27966,27972,27971
4509,28004,28000,27983,27984,27985,27985,27966,27966,27972,27971,27971
4510,28000,27983,27984,27985,27985,27966,27966,27972,27971,27971,27978
4511,27983,27984,27985,27985,27966,27966,27972,27971,27971,27978,27977
4512,27984,27985,27985,27966,27966,27972,27971,27971,27978,27977,27957
4513,27985,27985,27966,27966,27972,27971,27971,27978,27977,27957,27909
4514,27985,27966,27966,27972,27971,27971,27978,27977,27957,27909,27916
4515,27966,27966,27972,27971,27971,27978,27977,27957,27909,27916,27941
4516,27966,27972,27971,27971,27978,27977,27957,27909,27916,27941,27926
4517,27972,27971,27971,27978,27977,27957,27909,27916,27941,27926,27932
4518,27971,27971,27978,27977,27957,27909,27916,27941,27926,27932,27943
4519,27971,27978,27977,27957,27909,27916,27941,27926,27932,27943,27935
4520,27978,27977,27957,27909,27916,27941,27926,27932,27943,27935,27914
4521,27977,27957,27909,27916,27941,27926,27932,27943,27935,27914,27913
4522,27957,27909,27916,27941,27926,27932,27943,27935,27914,27913,27902
4523,27909,27916,27941,27926,27932,27943,27935,27914,27913,27902,27903
4524,27916,27941,27926,27932,27943,27935,27914,27913,27902,27903,27893
4525,27941,27926,27932,27943,27935,27914,27913,27902,27903,27893,27849
4526,27926,27932,27943,27935,27914,27913,27902,27903,27893,27849,27896
4527,27932,27943,27935,27914,27913,27902,27903,27893,27849,27896,27871
4528,27943,27935,27914,27913,27902,27903,27893,27849,27896,27871,27850
4529,27935,27914,27913,27902,27903,27893,27849,27896,27871,27850,27859
4530,27914,27913,27902,27903,27893,27849,27896,27871,27850,27859,27864
4531,27913,27902,27903,27893,27849,27896,27871,27850,27859,27864,27870
4532,27902,27903,27893,27849,27896,27871,27850,27859,27864,27870,27888
4533,27903,27893,27849,27896,27871,27850,27859,27864,27870,27888,27891
4534,27893,27849,27896,27871,27850,27859,27864,27870,27888,27891,27894
4535,27849,27896,27871,27850,27859,27864,27870,27888,27891,27894,27897
4536,27896,27871,27850,27859,27864,27870,27888,27891,27894,27897,27892
4537,27871,27850,27859,27864,27870,27888,27891,27894,27897,27892,27907
4538,27850,27859,27864,27870,27888,27891,27894,27897,27892,27907,27901
4539,27859,27864,27870,27888,27891,27894,27897,27892,27907,27901,27911
4540,27864,27870,27888,27891,27894,27897,27892,27907,27901,27911,27894
4541,27870,27888,27891,27894,27897,27892,27907,27901,27911,27894,27874
4542,27888,27891,27894,27897,27892,27907,27901,27911,27894,27874,27841
4543,27891,27894,27897,27892,27907,27901,27911,27894,27874,27841,27836
4544,27894,27897,27892,27907,27901,27911,27894,27874,27841,27836,27859
4545,27897,27892,27907,27901,27911,27894,27874,27841,27836,27859,27856
4546,27892,27907,27901,27911,27894,27874,27841,27836,27859,27856,27852
4547,27907,27901,27911,27894,27874,27841,27836,27859,27856,27852,27876
4548,27901,27911,27894,27874,27841,27836,27859,27856,27852,27876,27876
4549,27911,27894,27874,27841,27836,27859,27856,27852,27876,27876,27876
4550,27894,27874,27841,27836,27859,27856,27852,27876,27876,27876,27878
4551,27874,27841,27836,27859,27856,27852,27876,27876,27876,27878,27881
4552,27841,27836,27859,27856,27852,27876,27876,27876,27878,27881,27875
4553,27836,27859,27856,27852,27876,27876,27876,27878,27881,27875,27875
4554,27859,27856,27852,27876,27876,27876,27878,27881,27875,27875,27882
4555,27856,27852,27876,27876,27876,27878,27881,27875,27875,27882,27882
4556,27852,27876,27876,27876,27878,27881,27875,27875,27882,27882,27911
4557,27876,27876,27876,27878,27881,27875,27875,27882,27882,27911,27941
4558,27876,27876,27878,27881,27875,27875,27882,27882,27911,27941,27938
4559,27876,27878,27881,27875,27875,27882,27882,27911,27941,27938,27934
4560,27878,27881,27875,27875,27882,27882,27911,27941,27938,27934,27918
4561,27881,27875,27875,27882,27882,27911,27941,27938,27934,27918,27922
4562,27875,27875,27882,27882,27911,27941,27938,27934,27918,27922,27922
4563,27875,27882,27882,27911,27941,27938,27934,27918,27922,27922,27925
4564,27882,27882,27911,27941,27938,27934,27918,27922,27922,27925,27925
4565,27882,27911,27941,27938,27934,27918,27922,27922,27925,27925,27931
4566,27911,27941,27938,27934,27918,27922,27922,27925,27925,27931,27956
4567,27941,27938,27934,27918,27922,27922,27925,27925,27931,27956,27939
4568,27938,27934,27918,27922,27922,27925,27925,27931,27956,27939,27939
4569,27934,27918,27922,27922,27925,27925,27931,27956,27939,27939,27940
4570,27918,27922,27922,27925,27925,27931,27956,27939,27939,27940,27925
4571,27922,27922,27925,27925,27931,27956,27939,27939,27940,27925,27930
4572,27922,27925,27925,27931,27956,27939,27939,27940,27925,27930,27930
4573,27925,27925,27931,27956,27939,27939,27940,27925,27930,27930,27931
4574,27925,27931,27956,27939,27939,27940,27925,27930,27930,27931,27925
4575,27931,27956,27939,27939,27940,27925,27930,27930,27931,27925,27924
4576,27956,27939,27939,27940,27925,27930,27930,27931,27925,27924,27918
4577,27939,27939,27940,27925,27930,27930,27931,27925,27924,27918,27916
4578,27939,27940,27925,27930,27930,27931,27925,27924,27918,27916,27907
4579,27940,27925,27930,27930,27931,27925,27924,27918,27916,27907,27924
4580,27925,27930,27930,27931,27925,27924,27918,27916,27907,27924,27921
4581,27930,27930,27931,27925,27924,27918,27916,27907,27924,27921,27921
4582,27930,27931,27925,27924,27918,27916,27907,27924,27921,27921,27927
4583,27931,27925,27924,27918,27916,27907,27924,27921,27921,27927,27926
4584,27925,27924,27918,27916,27907,27924,27921,27921,27927,27926,27926
4585,27924,27918,27916,27907,27924,27921,27921,27927,27926,27926,27930
4586,27918,27916,27907,27924,27921,27921,27927,27926,27926,27930,27930
4587,27916,27907,27924,27921,27921,27927,27926,27926,27930,27930,27930
4588,27907,27924,27921,27921,27927,27926,27926,27930,27930,27930,27930
4589,27924,27921,27921,27927,27926,27926,27930,27930,27930,27930,27930
4590,27921,27921,27927,27926,27926,27930,27930,27930,27930,27930,27930
4591,27921,27927,27926,27926,27930,27930,27930,27930,27930,27930,27922
4592,27927,27926,27926,27930,27930,27930,27930,27930,27930,27922,27928
4593,27926,27926,27930,27930,27930,27930,27930,27930,27922,27928,27932
4594,27926,27930,27930,27930,27930,27930,27930,27922,27928,27932,27940
4595,27930,27930,27930,27930,27930,27930,27922,27928,27932,27940,27940
4596,27930,27930,27930,27930,27930,27922,27928,27932,27940,27940,27938
4597,27930,27930,27930,27930,27922,27928,27932,27940,27940,27938,27934
4598,27930,27930,27930,27922,27928,27932,27940,27940,27938,27934,27937
4599,27930,27930,27922,27928,27932,27940,27940,27938,27934,27937,27940
4600,27930,27922,27928,27932,27940,27940,27938,27934,27937,27940,27944
4601,27922,27928,27932,27940,27940,27938,27934,27937,27940,27944,27947
4602,27928,27932,27940,27940,27938,27934,27937,27940,27944,27947,27956
4603,27932,27940,27940,27938,27934,27937,27940,27944,27947,27956,27962
4604,27940,27940,27938,27934,27937,27940,27944,27947,27956,27962,27972
4605,27940,27938,27934,27937,27940,27944,27947,27956,27962,27972,27965
4606,27938,27934,27937,27940,27944,27947,27956,27962,27972,27965,27965
4607,27934,27937,27940,27944,27947,27956,27962,27972,27965,27965,27965
4608,27937,27940,27944,27947,27956,27962,27972,27965,27965,27965,27951
4609,27940,27944,27947,27956,27962,27972,27965,27965,27965,27951,27968
4610,27944,27947,27956,27962,27972,27965,27965,27965,27951,27968,27962
4611,27947,27956,27962,27972,27965,27965,27965,27951,27968,27962,27968
4612,27956,27962,27972,27965,27965,27965,27951,27968,27962,27968,27984
4613,27962,27972,27965,27965,27965,27951,27968,27962,27968,27984,27995
4614,27972,27965,27965,27965,27951,27968,27962,27968,27984,27995,27983
4615,27965,27965,27965,27951,27968,27962,27968,27984,27995,27983,27978
4616,27965,27965,27951,27968,27962,27968,27984,27995,27983,27978,27974
4617,27965,27951,27968,27962,27968,27984,27995,27983,27978,27974,27961
4618,27951,27968,27962,27968,27984,27995,27983,27978,27974,27961,27968
