Local time,Open,High,Low,Close,Volume
05.04.2023 18:34:00.000 GMT+0330,27936,27936,27844,27862,0.0018
05.04.2023 18:35:00.000 GMT+0330,27862,27930,27842,27921,0.0019
05.04.2023 18:36:00.000 GMT+0330,27921,27931,27878,27895,0.001
05.04.2023 18:37:00.000 GMT+0330,27895,27919,27842,27918,0.0015
05.04.2023 18:38:00.000 GMT+0330,27918,27919,27899,27919,0.0005
05.04.2023 18:39:00.000 GMT+0330,27919,27941,27916,27938,0.0006
05.04.2023 18:40:00.000 GMT+0330,27940,27945,27915,27920,0.0002
05.04.2023 18:41:00.000 GMT+0330,27920,27935,27899,27924,0.0007
05.04.2023 18:42:00.000 GMT+0330,27924,27940,27918,27932,0.0006
05.04.2023 18:43:00.000 GMT+0330,27932,27966,27929,27965,0.0007
05.04.2023 18:44:00.000 GMT+0330,27965,28008,27954,28007,0.0008
05.04.2023 18:45:00.000 GMT+0330,28007,28013,27988,27988,0.001
05.04.2023 18:46:00.000 GMT+0330,27988,27989,27941,27954,0.0009
05.04.2023 18:47:00.000 GMT+0330,27954,27968,27949,27964,0.0006
05.04.2023 18:48:00.000 GMT+0330,27964,27969,27946,27946,0.0005
05.04.2023 18:49:00.000 GMT+0330,27946,27954,27933,27938,0.0004
05.04.2023 18:50:00.000 GMT+0330,27938,27938,27899,27916,0.0005
05.04.2023 18:51:00.000 GMT+0330,27916,27918,27896,27914,0.001
05.04.2023 18:52:00.000 GMT+0330,27915,27949,27915,27939,0.0007
05.04.2023 18:53:00.000 GMT+0330,27939,27963,27939,27960,0.0005
05.04.2023 18:54:00.000 GMT+0330,27960,27960,27945,27959,0.0001
05.04.2023 18:55:00.000 GMT+0330,27959,27959,27942,27942,0.0001
05.04.2023 18:56:00.000 GMT+0330,27937,27968,27937,27956,0.0009
05.04.2023 18:57:00.000 GMT+0330,27956,27956,27919,27947,0.0007
05.04.2023 18:58:00.000 GMT+0330,27950,27954,27946,27954,0.0003
05.04.2023 18:59:00.000 GMT+0330,27954,27980,27954,27980,0.0003
05.04.2023 19:00:00.000 GMT+0330,27980,27999,27954,27963,0.0004
05.04.2023 19:01:00.000 GMT+0330,27963,27977,27958,27961,0.0002
05.04.2023 19:02:00.000 GMT+0330,27961,27976,27961,27975,0.0002
05.04.2023 19:03:00.000 GMT+0330,27975,27992,27972,27990,0.0003
05.04.2023 19:04:00.000 GMT+0330,27991,28013,27991,28012,0.0003
05.04.2023 19:05:00.000 GMT+0330,28015,28021,28009,28012,0.0003
05.04.2023 19:06:00.000 GMT+0330,28011,28025,28011,28014,0.0004
05.04.2023 19:07:00.000 GMT+0330,28015,28032,28015,28032,0.0015
05.04.2023 19:08:00.000 GMT+0330,28032,28046,28029,28044,0.0018
05.04.2023 19:09:00.000 GMT+0330,28040,28046,28036,28043,0.0015
05.04.2023 19:10:00.000 GMT+0330,28043,28046,28019,28023,0.0015
05.04.2023 19:11:00.000 GMT+0330,28023,28029,28019,28019,0.0016
05.04.2023 19:12:00.000 GMT+0330,28019,28028,28007,28026,0.0019
05.04.2023 19:13:00.000 GMT+0330,28026,28030,28011,28030,0.0015
05.04.2023 19:14:00.000 GMT+0330,28027,28028,28021,28021,0.0011
05.04.2023 19:15:00.000 GMT+0330,28021,28023,28009,28013,0.0016
05.04.2023 19:16:00.000 GMT+0330,28013,28038,28013,28037,0.0016
05.04.2023 19:17:00.000 GMT+0330,28037,28053,28037,28050,0.0009
05.04.2023 19:18:00.000 GMT+0330,28051,28067,28049,28050,0.0018
05.04.2023 19:19:00.000 GMT+0330,28050,28070,28049,28066,0.0017
05.04.2023 19:20:00.000 GMT+0330,28066,28085,28059,28070,0.0019
05.04.2023 19:21:00.000 GMT+0330,28070,28086,28053,28076,0.0018
05.04.2023 19:22:00.000 GMT+0330,28076,28090,28075,28089,0.0013
05.04.2023 19:23:00.000 GMT+0330,28089,28089,28075,28082,0.0015
05.04.2023 19:24:00.000 GMT+0330,28082,28082,28075,28075,0.0013
05.04.2023 19:25:00.000 GMT+0330,28075,28075,28053,28053,0.0012
05.04.2023 19:26:00.000 GMT+0330,28053,28067,28053,28057,0.0016
05.04.2023 19:27:00.000 GMT+0330,28058,28070,28053,28056,0.0016
05.04.2023 19:28:00.000 GMT+0330,28056,28061,28046,28051,0.0018
05.04.2023 19:29:00.000 GMT+0330,28051,28053,27991,27996,0.0026
05.04.2023 19:30:00.000 GMT+0330,27996,27996,27966,27966,0.0017
05.04.2023 19:31:00.000 GMT+0330,27967,27988,27948,27988,0.0023
05.04.2023 19:32:00.000 GMT+0330,27988,28009,27976,28002,0.0017
05.04.2023 19:33:00.000 GMT+0330,28002,28022,28002,28019,0.0014
05.04.2023 19:34:00.000 GMT+0330,28018,28018,28003,28015,0.0012
05.04.2023 19:35:00.000 GMT+0330,28014,28019,27998,27998,0.0016
05.04.2023 19:36:00.000 GMT+0330,27997,27997,27937,27958,0.0028
05.04.2023 19:37:00.000 GMT+0330,27959,27971,27952,27953,0.0017
05.04.2023 19:38:00.000 GMT+0330,27952,27958,27926,27933,0.002
05.04.2023 19:39:00.000 GMT+0330,27932,27939,27892,27901,0.0023
05.04.2023 19:40:00.000 GMT+0330,27901,27931,27900,27921,0.0022
05.04.2023 19:41:00.000 GMT+0330,27920,27920,27856,27869,0.0028
05.04.2023 19:42:00.000 GMT+0330,27869,27883,27853,27878,0.0028
05.04.2023 19:43:00.000 GMT+0330,27878,27878,27854,27871,0.0023
05.04.2023 19:44:00.000 GMT+0330,27874,27893,27860,27860,0.0025
05.04.2023 19:45:00.000 GMT+0330,27860,27860,27836,27855,0.0031
05.04.2023 19:46:00.000 GMT+0330,27855,27856,27776,27823,0.0036
05.04.2023 19:47:00.000 GMT+0330,27823,27865,27822,27862,0.0027
05.04.2023 19:48:00.000 GMT+0330,27863,27871,27818,27871,0.0023
05.04.2023 19:49:00.000 GMT+0330,27871,27885,27867,27884,0.0021
05.04.2023 19:50:00.000 GMT+0330,27883,27894,27867,27883,0.002
05.04.2023 19:51:00.000 GMT+0330,27882,27886,27865,27882,0.0024
05.04.2023 19:52:00.000 GMT+0330,27883,27893,27870,27878,0.0018
05.04.2023 19:53:00.000 GMT+0330,27877,27913,27877,27911,0.0008
05.04.2023 19:54:00.000 GMT+0330,27911,27920,27902,27917,0.0018
05.04.2023 19:55:00.000 GMT+0330,27917,27917,27876,27876,0.0021
05.04.2023 19:56:00.000 GMT+0330,27876,27881,27853,27878,0.0019
05.04.2023 19:57:00.000 GMT+0330,27878,27893,27855,27856,0.0019
05.04.2023 19:58:00.000 GMT+0330,27856,27872,27853,27859,0.0018
05.04.2023 19:59:00.000 GMT+0330,27859,27884,27845,27884,0.0016
05.04.2023 20:00:00.000 GMT+0330,27884,27885,27871,27874,0.002
05.04.2023 20:01:00.000 GMT+0330,27876,27881,27847,27881,0.0019
05.04.2023 20:02:00.000 GMT+0330,27879,27893,27875,27892,0.0017
05.04.2023 20:03:00.000 GMT+0330,27892,27910,27892,27909,0.0012
05.04.2023 20:04:00.000 GMT+0330,27912,27919,27910,27912,0.0016
05.04.2023 20:05:00.000 GMT+0330,27912,27912,27902,27904,0.0015
05.04.2023 20:06:00.000 GMT+0330,27906,27939,27906,27936,0.0021
05.04.2023 20:07:00.000 GMT+0330,27937,27944,27936,27938,0.0018
05.04.2023 20:08:00.000 GMT+0330,27938,27965,27921,27956,0.0024
05.04.2023 20:09:00.000 GMT+0330,27956,27974,27952,27970,0.0025
05.04.2023 20:10:00.000 GMT+0330,27970,27970,27934,27950,0.0032
05.04.2023 20:11:00.000 GMT+0330,27947,27950,27911,27945,0.0022
05.04.2023 20:12:00.000 GMT+0330,27946,27951,27930,27932,0.0025
05.04.2023 20:13:00.000 GMT+0330,27932,27934,27902,27913,0.0026
05.04.2023 20:14:00.000 GMT+0330,27913,27920,27908,27920,0.0013
05.04.2023 20:15:00.000 GMT+0330,27919,27919,27901,27913,0.0016
05.04.2023 20:16:00.000 GMT+0330,27913,27923,27912,27917,0.0015
05.04.2023 20:17:00.000 GMT+0330,27918,27938,27916,27936,0.0018
05.04.2023 20:18:00.000 GMT+0330,27936,27943,27932,27934,0.0019
05.04.2023 20:19:00.000 GMT+0330,27934,27948,27934,27936,0.0016
05.04.2023 20:20:00.000 GMT+0330,27936,27942,27915,27916,0.0019
05.04.2023 20:21:00.000 GMT+0330,27916,27916,27907,27907,0.0022
05.04.2023 20:22:00.000 GMT+0330,27907,27916,27902,27909,0.0022
05.04.2023 20:23:00.000 GMT+0330,27909,27916,27904,27910,0.002
05.04.2023 20:24:00.000 GMT+0330,27910,27910,27906,27906,0.0012
05.04.2023 20:25:00.000 GMT+0330,27906,27910,27875,27899,0.0017
05.04.2023 20:26:00.000 GMT+0330,27899,27915,27895,27914,0.0015
05.04.2023 20:27:00.000 GMT+0330,27923,27923,27895,27906,0.0021
05.04.2023 20:28:00.000 GMT+0330,27906,27916,27895,27915,0.0016
05.04.2023 20:29:00.000 GMT+0330,27915,27919,27913,27913,0.0016
05.04.2023 20:30:00.000 GMT+0330,27913,27914,27889,27895,0.002
05.04.2023 20:31:00.000 GMT+0330,27895,27898,27885,27885,0.0018
05.04.2023 20:32:00.000 GMT+0330,27885,27904,27885,27899,0.0014
05.04.2023 20:33:00.000 GMT+0330,27899,27934,27899,27933,0.0011
05.04.2023 20:34:00.000 GMT+0330,27935,27947,27932,27947,0.0023
05.04.2023 20:35:00.000 GMT+0330,27947,27956,27944,27954,0.0023
05.04.2023 20:36:00.000 GMT+0330,27953,27969,27953,27968,0.0019
05.04.2023 20:37:00.000 GMT+0330,27968,27976,27965,27971,0.0023
05.04.2023 20:38:00.000 GMT+0330,27971,27983,27971,27974,0.0021
05.04.2023 20:39:00.000 GMT+0330,27974,27982,27973,27981,0.0018
05.04.2023 20:40:00.000 GMT+0330,27981,27981,27931,27951,0.0025
05.04.2023 20:41:00.000 GMT+0330,27952,27963,27942,27959,0.002
05.04.2023 20:42:00.000 GMT+0330,27959,27965,27954,27965,0.0022
05.04.2023 20:43:00.000 GMT+0330,27964,27968,27936,27960,0.0023
05.04.2023 20:44:00.000 GMT+0330,27960,27981,27960,27976,0.0017
05.04.2023 20:45:00.000 GMT+0330,27976,27980,27969,27974,0.0016
05.04.2023 20:46:00.000 GMT+0330,27973,27982,27973,27981,0.0013
05.04.2023 20:47:00.000 GMT+0330,27981,28000,27981,27996,0.0013
05.04.2023 20:48:00.000 GMT+0330,27995,28006,27995,28005,0.0016
05.04.2023 20:49:00.000 GMT+0330,28005,28011,28001,28011,0.0013
05.04.2023 20:50:00.000 GMT+0330,28009,28013,28003,28006,0.002
05.04.2023 20:51:00.000 GMT+0330,28010,28035,28006,28025,0.0022
05.04.2023 20:52:00.000 GMT+0330,28026,28039,28016,28019,0.0022
05.04.2023 20:53:00.000 GMT+0330,28019,28026,28011,28023,0.0019
05.04.2023 20:54:00.000 GMT+0330,28023,28042,28019,28039,0.0015
05.04.2023 20:55:00.000 GMT+0330,28039,28041,28022,28022,0.0019
05.04.2023 20:56:00.000 GMT+0330,28022,28050,28022,28040,0.0019
05.04.2023 20:57:00.000 GMT+0330,28038,28043,28033,28035,0.0019
05.04.2023 20:58:00.000 GMT+0330,28035,28045,28034,28044,0.0011
05.04.2023 20:59:00.000 GMT+0330,28045,28046,28035,28037,0.0016
05.04.2023 21:00:00.000 GMT+0330,28037,28052,28028,28046,0.0019
05.04.2023 21:01:00.000 GMT+0330,28046,28063,28045,28052,0.0016
05.04.2023 21:02:00.000 GMT+0330,28052,28065,28052,28064,0.0016
05.04.2023 21:03:00.000 GMT+0330,28065,28069,28046,28055,0.002
05.04.2023 21:04:00.000 GMT+0330,28055,28055,28042,28042,0.0014
05.04.2023 21:05:00.000 GMT+0330,28036,28051,28036,28045,0.0018
05.04.2023 21:06:00.000 GMT+0330,28045,28046,28036,28040,0.0012
05.04.2023 21:07:00.000 GMT+0330,28040,28046,28036,28036,0.0006
05.04.2023 21:08:00.000 GMT+0330,28036,28044,28025,28034,0.0015
05.04.2023 21:09:00.000 GMT+0330,28034,28035,28026,28027,0.0012
05.04.2023 21:10:00.000 GMT+0330,28027,28033,28024,28030,0.0016
05.04.2023 21:11:00.000 GMT+0330,28030,28033,28023,28023,0.0014
05.04.2023 21:12:00.000 GMT+0330,28023,28031,28022,28030,0.001
05.04.2023 21:13:00.000 GMT+0330,28030,28030,27992,28002,0.0017
05.04.2023 21:14:00.000 GMT+0330,28002,28005,27965,27969,0.002
05.04.2023 21:15:00.000 GMT+0330,27970,27985,27961,27985,0.0019
05.04.2023 21:16:00.000 GMT+0330,27985,27999,27981,27981,0.0019
05.04.2023 21:17:00.000 GMT+0330,27981,27984,27961,27967,0.0013
05.04.2023 21:18:00.000 GMT+0330,27967,27974,27964,27973,0.0011
05.04.2023 21:19:00.000 GMT+0330,27974,27977,27973,27974,0.0011
05.04.2023 21:20:00.000 GMT+0330,27974,27990,27974,27980,0.0013
05.04.2023 21:21:00.000 GMT+0330,27980,28005,27980,28000,0.0018
05.04.2023 21:22:00.000 GMT+0330,27999,28018,27997,28014,0.0022
05.04.2023 21:23:00.000 GMT+0330,28016,28031,28012,28012,0.0014
05.04.2023 21:24:00.000 GMT+0330,28013,28015,28002,28002,0.0011
05.04.2023 21:25:00.000 GMT+0330,28001,28008,28000,28002,0.0017
05.04.2023 21:26:00.000 GMT+0330,28002,28008,28000,28004,0.0015
05.04.2023 21:27:00.000 GMT+0330,28005,28005,28001,28002,0.0013
05.04.2023 21:28:00.000 GMT+0330,28003,28006,27996,27996,0.0017
05.04.2023 21:29:00.000 GMT+0330,27996,27999,27991,27991,0.0013
05.04.2023 21:30:00.000 GMT+0330,27990,27997,27989,27997,0.0014
05.04.2023 21:31:00.000 GMT+0330,27997,28000,27996,27998,0.0011
05.04.2023 21:32:00.000 GMT+0330,27998,28006,27996,28006,0.0012
05.04.2023 21:33:00.000 GMT+0330,28004,28010,27999,28006,0.0006
05.04.2023 21:34:00.000 GMT+0330,28013,28026,28013,28021,0.0012
05.04.2023 21:35:00.000 GMT+0330,28021,28022,28006,28008,0.0014
05.04.2023 21:36:00.000 GMT+0330,28008,28012,28005,28005,0.0009
05.04.2023 21:37:00.000 GMT+0330,28005,28014,28004,28005,0.0015
05.04.2023 21:38:00.000 GMT+0330,28005,28006,28002,28002,0.0013
05.04.2023 21:39:00.000 GMT+0330,28002,28003,27987,27987,0.0011
05.04.2023 21:40:00.000 GMT+0330,27987,27988,27971,27986,0.0017
05.04.2023 21:41:00.000 GMT+0330,27986,28006,27986,28006,0.0018
05.04.2023 21:42:00.000 GMT+0330,28006,28014,28005,28006,0.001
05.04.2023 21:43:00.000 GMT+0330,28008,28020,28008,28015,0.0016
05.04.2023 21:44:00.000 GMT+0330,28015,28016,28009,28009,0.0015
05.04.2023 21:45:00.000 GMT+0330,28009,28010,28009,28010,0.001
05.04.2023 21:46:00.000 GMT+0330,28010,28013,28010,28012,0.0012
05.04.2023 21:47:00.000 GMT+0330,28012,28016,28011,28011,0.0011
05.04.2023 21:48:00.000 GMT+0330,28011,28011,28002,28002,0.0009
05.04.2023 21:49:00.000 GMT+0330,28002,28014,28002,28011,0.0018
05.04.2023 21:50:00.000 GMT+0330,28011,28012,28004,28004,0.0012
05.04.2023 21:51:00.000 GMT+0330,28004,28004,27990,27990,0.0008
05.04.2023 21:52:00.000 GMT+0330,27990,27990,27982,27988,0.0008
05.04.2023 21:53:00.000 GMT+0330,27988,27989,27981,27989,0.0011
05.04.2023 21:54:00.000 GMT+0330,27989,27997,27983,27983,0.0014
05.04.2023 21:55:00.000 GMT+0330,27983,27984,27979,27982,0.0016
05.04.2023 21:56:00.000 GMT+0330,27982,27982,27964,27964,0.0009
05.04.2023 21:57:00.000 GMT+0330,27964,27969,27931,27937,0.0017
05.04.2023 21:58:00.000 GMT+0330,27940,27940,27914,27926,0.0019
05.04.2023 21:59:00.000 GMT+0330,27926,27930,27924,27928,0.0015
05.04.2023 22:00:00.000 GMT+0330,27928,27929,27905,27909,0.0017
05.04.2023 22:01:00.000 GMT+0330,27908,27935,27908,27935,0.0014
05.04.2023 22:02:00.000 GMT+0330,27937,27940,27933,27935,0.0017
05.04.2023 22:03:00.000 GMT+0330,27935,27935,27906,27933,0.0014
05.04.2023 22:04:00.000 GMT+0330,27933,27945,27932,27944,0.0013
05.04.2023 22:05:00.000 GMT+0330,27944,27961,27940,27960,0.0009
05.04.2023 22:06:00.000 GMT+0330,27960,27974,27958,27969,0.001
05.04.2023 22:07:00.000 GMT+0330,27972,27995,27971,27994,0.0011
05.04.2023 22:08:00.000 GMT+0330,27994,27997,27988,27990,0.0016
05.04.2023 22:09:00.000 GMT+0330,27990,27990,27971,27971,0.0014
05.04.2023 22:10:00.000 GMT+0330,27972,27979,27942,27942,0.0015
05.04.2023 22:11:00.000 GMT+0330,27942,27954,27929,27953,0.0019
05.04.2023 22:12:00.000 GMT+0330,27953,27962,27946,27962,0.0009
05.04.2023 22:13:00.000 GMT+0330,27962,27962,27956,27959,0.001
05.04.2023 22:14:00.000 GMT+0330,27959,27965,27953,27962,0.001
05.04.2023 22:15:00.000 GMT+0330,27962,27962,27951,27957,0.0012
05.04.2023 22:16:00.000 GMT+0330,27958,27975,27951,27973,0.001
05.04.2023 22:17:00.000 GMT+0330,27975,27984,27973,27976,0.0014
05.04.2023 22:18:00.000 GMT+0330,27976,27976,27966,27966,0.0014
05.04.2023 22:19:00.000 GMT+0330,27966,27966,27955,27956,0.0013
05.04.2023 22:20:00.000 GMT+0330,27956,27958,27954,27955,0.0009
05.04.2023 22:21:00.000 GMT+0330,27955,27964,27955,27963,0.0007
05.04.2023 22:22:00.000 GMT+0330,27965,27982,27965,27974,0.0015
05.04.2023 22:23:00.000 GMT+0330,27975,27976,27971,27974,0.0009
05.04.2023 22:24:00.000 GMT+0330,27974,27974,27970,27972,0.001
05.04.2023 22:25:00.000 GMT+0330,27972,27973,27958,27958,0.0009
05.04.2023 22:26:00.000 GMT+0330,27958,27965,27958,27964,0.0008
05.04.2023 22:27:00.000 GMT+0330,27964,27971,27964,27970,0.001
05.04.2023 22:28:00.000 GMT+0330,27970,27975,27969,27974,0.001
05.04.2023 22:29:00.000 GMT+0330,27974,27998,27974,27996,0.0015
05.04.2023 22:30:00.000 GMT+0330,27996,28005,27993,28003,0.0013
05.04.2023 22:31:00.000 GMT+0330,28003,28003,27989,27989,0.0009
05.04.2023 22:32:00.000 GMT+0330,27989,27993,27989,27990,0.0005
05.04.2023 22:33:00.000 GMT+0330,27990,27995,27985,27987,0.0005
05.04.2023 22:34:00.000 GMT+0330,27987,27987,27984,27986,0.0004
05.04.2023 22:35:00.000 GMT+0330,27986,28003,27984,28000,0.0007
05.04.2023 22:36:00.000 GMT+0330,28000,28010,27989,27989,0.001
05.04.2023 22:37:00.000 GMT+0330,27989,27989,27966,27968,0.001
05.04.2023 22:38:00.000 GMT+0330,27968,27969,27966,27967,0.001
05.04.2023 22:39:00.000 GMT+0330,27967,27967,27959,27961,0.0006
05.04.2023 22:40:00.000 GMT+0330,27962,27962,27950,27951,0.0008
05.04.2023 22:41:00.000 GMT+0330,27951,27952,27936,27940,0.0011
05.04.2023 22:42:00.000 GMT+0330,27940,27949,27934,27949,0.0012
05.04.2023 22:43:00.000 GMT+0330,27950,27957,27946,27953,0.0012
05.04.2023 22:44:00.000 GMT+0330,27953,28034,27953,28034,0.0014
05.04.2023 22:45:00.000 GMT+0330,28034,28078,28032,28061,0.0023
05.04.2023 22:46:00.000 GMT+0330,28061,28061,28043,28055,0.0018
05.04.2023 22:47:00.000 GMT+0330,28056,28075,28054,28066,0.0021
05.04.2023 22:48:00.000 GMT+0330,28066,28076,28054,28063,0.0019
05.04.2023 22:49:00.000 GMT+0330,28064,28075,28055,28072,0.0015
05.04.2023 22:50:00.000 GMT+0330,28073,28094,28059,28091,0.0016
05.04.2023 22:51:00.000 GMT+0330,28092,28128,28086,28128,0.0019
05.04.2023 22:52:00.000 GMT+0330,28134,28179,28113,28117,0.0019
05.04.2023 22:53:00.000 GMT+0330,28116,28127,28108,28110,0.0013
05.04.2023 22:54:00.000 GMT+0330,28113,28135,28105,28119,0.0016
05.04.2023 22:55:00.000 GMT+0330,28117,28142,28088,28098,0.0017
05.04.2023 22:56:00.000 GMT+0330,28098,28119,28098,28119,0.0013
05.04.2023 22:57:00.000 GMT+0330,28119,28159,28115,28149,0.0021
05.04.2023 22:58:00.000 GMT+0330,28149,28189,28147,28152,0.0021
05.04.2023 22:59:00.000 GMT+0330,28152,28184,28152,28169,0.002
05.04.2023 23:00:00.000 GMT+0330,28168,28186,28151,28184,0.0019
05.04.2023 23:01:00.000 GMT+0330,28184,28185,28153,28164,0.0018
05.04.2023 23:02:00.000 GMT+0330,28164,28164,28145,28156,0.0017
05.04.2023 23:03:00.000 GMT+0330,28156,28166,28146,28164,0.0017
05.04.2023 23:04:00.000 GMT+0330,28164,28185,28162,28166,0.0018
05.04.2023 23:05:00.000 GMT+0330,28164,28190,28162,28186,0.0021
05.04.2023 23:06:00.000 GMT+0330,28187,28190,28176,28188,0.0011
05.04.2023 23:07:00.000 GMT+0330,28187,28216,28187,28193,0.0022
05.04.2023 23:08:00.000 GMT+0330,28193,28204,28182,28204,0.002
05.04.2023 23:09:00.000 GMT+0330,28205,28205,28186,28196,0.0017
05.04.2023 23:10:00.000 GMT+0330,28196,28208,28185,28208,0.0017
05.04.2023 23:11:00.000 GMT+0330,28208,28237,28205,28236,0.0018
05.04.2023 23:12:00.000 GMT+0330,28236,28252,28225,28245,0.0021
05.04.2023 23:13:00.000 GMT+0330,28246,28262,28227,28260,0.0025
05.04.2023 23:14:00.000 GMT+0330,28261,28266,28251,28265,0.0017
05.04.2023 23:15:00.000 GMT+0330,28265,28273,28258,28260,0.0017
05.04.2023 23:16:00.000 GMT+0330,28260,28260,28232,28232,0.0012
05.04.2023 23:17:00.000 GMT+0330,28231,28244,28226,28241,0.0009
05.04.2023 23:18:00.000 GMT+0330,28241,28242,28235,28237,0.0016
05.04.2023 23:19:00.000 GMT+0330,28237,28245,28230,28241,0.0012
05.04.2023 23:20:00.000 GMT+0330,28243,28260,28243,28256,0.0014
05.04.2023 23:21:00.000 GMT+0330,28256,28265,28256,28260,0.0015
05.04.2023 23:22:00.000 GMT+0330,28260,28264,28253,28263,0.0016
05.04.2023 23:23:00.000 GMT+0330,28263,28263,28241,28241,0.0019
05.04.2023 23:24:00.000 GMT+0330,28241,28245,28231,28233,0.0013
05.04.2023 23:25:00.000 GMT+0330,28233,28251,28205,28207,0.0019
05.04.2023 23:26:00.000 GMT+0330,28207,28228,28204,28204,0.0019
05.04.2023 23:27:00.000 GMT+0330,28204,28220,28204,28218,0.0014
05.04.2023 23:28:00.000 GMT+0330,28218,28224,28214,28220,0.0011
05.04.2023 23:29:00.000 GMT+0330,28220,28224,28204,28206,0.0018
05.04.2023 23:30:00.000 GMT+0330,28206,28223,28194,28220,0.0021
05.04.2023 23:31:00.000 GMT+0330,28219,28219,28163,28163,0.0016
05.04.2023 23:32:00.000 GMT+0330,28163,28170,28149,28169,0.0017
05.04.2023 23:33:00.000 GMT+0330,28168,28174,28168,28171,0.0008
05.04.2023 23:34:00.000 GMT+0330,28171,28179,28166,28166,0.0011
05.04.2023 23:35:00.000 GMT+0330,28166,28180,28163,28169,0.0017
05.04.2023 23:36:00.000 GMT+0330,28169,28178,28169,28178,0.0012
05.04.2023 23:37:00.000 GMT+0330,28178,28186,28174,28186,0.0012
05.04.2023 23:38:00.000 GMT+0330,28186,28189,28180,28180,0.0012
05.04.2023 23:39:00.000 GMT+0330,28179,28182,28175,28175,0.0009
05.04.2023 23:40:00.000 GMT+0330,28176,28183,28175,28182,0.0012
05.04.2023 23:41:00.000 GMT+0330,28183,28185,28179,28185,0.0008
05.04.2023 23:42:00.000 GMT+0330,28188,28196,28188,28196,0.0008
05.04.2023 23:43:00.000 GMT+0330,28196,28196,28185,28194,0.001
05.04.2023 23:44:00.000 GMT+0330,28194,28221,28194,28214,0.0013
05.04.2023 23:45:00.000 GMT+0330,28213,28215,28206,28206,0.0009
05.04.2023 23:46:00.000 GMT+0330,28207,28225,28205,28222,0.0011
05.04.2023 23:47:00.000 GMT+0330,28223,28243,28222,28243,0.0011
05.04.2023 23:48:00.000 GMT+0330,28243,28244,28236,28237,0.0013
05.04.2023 23:49:00.000 GMT+0330,28238,28243,28234,28243,0.0007
05.04.2023 23:50:00.000 GMT+0330,28248,28260,28248,28258,0.0007
05.04.2023 23:51:00.000 GMT+0330,28258,28266,28254,28266,0.0011
05.04.2023 23:52:00.000 GMT+0330,28266,28266,28261,28263,0.0011
05.04.2023 23:53:00.000 GMT+0330,28263,28263,28232,28234,0.0016
05.04.2023 23:54:00.000 GMT+0330,28235,28253,28234,28253,0.0012
05.04.2023 23:55:00.000 GMT+0330,28254,28254,28232,28233,0.0014
05.04.2023 23:56:00.000 GMT+0330,28233,28233,28210,28210,0.001
05.04.2023 23:57:00.000 GMT+0330,28210,28210,28182,28185,0.0016
05.04.2023 23:58:00.000 GMT+0330,28183,28183,28170,28179,0.0017
05.04.2023 23:59:00.000 GMT+0330,28180,28185,28166,28174,0.0014
06.04.2023 00:00:00.000 GMT+0330,28175,28179,28169,28175,0.0017
06.04.2023 00:01:00.000 GMT+0330,28175,28185,28175,28181,0.0012
06.04.2023 00:02:00.000 GMT+0330,28181,28183,28180,28180,0.0015
06.04.2023 00:03:00.000 GMT+0330,28180,28192,28180,28187,0.0009
06.04.2023 00:04:00.000 GMT+0330,28191,28203,28185,28186,0.0014
06.04.2023 00:05:00.000 GMT+0330,28186,28191,28183,28185,0.0015
06.04.2023 00:06:00.000 GMT+0330,28185,28186,28182,28185,0.0013
06.04.2023 00:07:00.000 GMT+0330,28185,28188,28182,28186,0.0014
06.04.2023 00:08:00.000 GMT+0330,28186,28187,28178,28184,0.0011
06.04.2023 00:09:00.000 GMT+0330,28184,28185,28171,28178,0.0016
06.04.2023 00:10:00.000 GMT+0330,28178,28193,28178,28190,0.0014
06.04.2023 00:11:00.000 GMT+0330,28191,28192,28185,28190,0.0007
06.04.2023 00:12:00.000 GMT+0330,28189,28198,28185,28198,0.0013
06.04.2023 00:13:00.000 GMT+0330,28198,28208,28179,28181,0.0014
06.04.2023 00:14:00.000 GMT+0330,28181,28181,28171,28174,0.0012
06.04.2023 00:15:00.000 GMT+0330,28174,28182,28173,28173,0.0006
06.04.2023 00:16:00.000 GMT+0330,28173,28174,28166,28166,0.0012
06.04.2023 00:17:00.000 GMT+0330,28166,28166,28146,28154,0.001
06.04.2023 00:18:00.000 GMT+0330,28154,28154,28117,28146,0.0021
06.04.2023 00:19:00.000 GMT+0330,28148,28150,28141,28146,0.001
06.04.2023 00:20:00.000 GMT+0330,28146,28164,28141,28162,0.0013
06.04.2023 00:21:00.000 GMT+0330,28162,28162,28155,28158,0.0006
06.04.2023 00:22:00.000 GMT+0330,28157,28160,28155,28156,0.0006
06.04.2023 00:23:00.000 GMT+0330,28156,28159,28146,28149,0.001
06.04.2023 00:24:00.000 GMT+0330,28149,28155,28147,28148,0.0013
06.04.2023 00:25:00.000 GMT+0330,28148,28153,28148,28153,0.0012
06.04.2023 00:26:00.000 GMT+0330,28152,28154,28143,28146,0.0011
06.04.2023 00:27:00.000 GMT+0330,28146,28146,28100,28102,0.0021
06.04.2023 00:28:00.000 GMT+0330,28103,28112,28095,28112,0.0021
06.04.2023 00:29:00.000 GMT+0330,28112,28122,28101,28116,0.0027
06.04.2023 00:30:00.000 GMT+0330,28123,28126,28123,28125,0.0002
06.04.2023 00:31:00.000 GMT+0330,28125,28133,28125,28132,0.0017
06.04.2023 00:32:00.000 GMT+0330,28132,28135,28132,28134,0.0021
