Local time,Open,High,Low,Close,Volume
03.04.2023 23:58:00.000 GMT+0330,27679,27692,27668,27691,0
03.04.2023 23:59:00.000 GMT+0330,27691,27733,27690,27727,0
04.04.2023 00:00:00.000 GMT+0330,27727,27727,27678,27697,0
04.04.2023 00:01:00.000 GMT+0330,27697,27697,27679,27679,0
04.04.2023 00:02:00.000 GMT+0330,27679,27689,27666,27681,0
04.04.2023 00:03:00.000 GMT+0330,27681,27690,27665,27674,0
04.04.2023 00:04:00.000 GMT+0330,27674,27678,27644,27675,0
04.04.2023 00:05:00.000 GMT+0330,27675,27711,27675,27711,0
04.04.2023 00:06:00.000 GMT+0330,27708,27742,27704,27742,0
04.04.2023 00:07:00.000 GMT+0330,27742,27742,27727,27742,0
04.04.2023 00:08:00.000 GMT+0330,27742,27769,27741,27767,0
04.04.2023 00:09:00.000 GMT+0330,27767,27772,27765,27771,0
04.04.2023 00:10:00.000 GMT+0330,27772,27772,27747,27750,0
04.04.2023 00:11:00.000 GMT+0330,27747,27749,27728,27745,0
04.04.2023 00:12:00.000 GMT+0330,27745,27781,27743,27773,0
04.04.2023 00:13:00.000 GMT+0330,27773,27773,27757,27764,0
04.04.2023 00:14:00.000 GMT+0330,27764,27764,27750,27761,0
04.04.2023 00:15:00.000 GMT+0330,27761,27761,27734,27734,0
04.04.2023 00:16:00.000 GMT+0330,27737,27737,27722,27728,0
04.04.2023 00:17:00.000 GMT+0330,27728,27732,27704,27717,0
04.04.2023 00:18:00.000 GMT+0330,27717,27720,27712,27718,0
04.04.2023 00:19:00.000 GMT+0330,27718,27721,27712,27719,0
04.04.2023 00:20:00.000 GMT+0330,27719,27720,27682,27684,0
04.04.2023 00:21:00.000 GMT+0330,27682,27685,27663,27664,0
04.04.2023 00:22:00.000 GMT+0330,27665,27666,27645,27645,0
04.04.2023 00:23:00.000 GMT+0330,27646,27653,27618,27618,0
04.04.2023 00:24:00.000 GMT+0330,27618,27650,27603,27634,0
04.04.2023 00:25:00.000 GMT+0330,27636,27639,27575,27578,0
04.04.2023 00:26:00.000 GMT+0330,27577,27582,27566,27580,0
04.04.2023 00:27:00.000 GMT+0330,27580,27594,27452,27486,0
04.04.2023 00:28:00.000 GMT+0330,27487,27581,27487,27571,0
04.04.2023 00:29:00.000 GMT+0330,27571,27571,27515,27552,0
04.04.2023 00:30:00.000 GMT+0330,27552,27552,27305,27310,0
04.04.2023 00:31:00.000 GMT+0330,27310,27312,27190,27272,0
04.04.2023 00:32:00.000 GMT+0330,27272,27293,27228,27259,0
04.04.2023 00:33:00.000 GMT+0330,27262,27338,27262,27338,0
04.04.2023 00:34:00.000 GMT+0330,27338,27445,27335,27443,0
04.04.2023 00:35:00.000 GMT+0330,27443,27443,27359,27359,0
04.04.2023 00:36:00.000 GMT+0330,27359,27407,27358,27406,0
04.04.2023 00:37:00.000 GMT+0330,27406,27408,27352,27371,0
04.04.2023 00:38:00.000 GMT+0330,27371,27430,27370,27428,0
04.04.2023 00:39:00.000 GMT+0330,27428,27429,27377,27377,0
04.04.2023 00:40:00.000 GMT+0330,27376,27386,27330,27333,0
04.04.2023 00:41:00.000 GMT+0330,27333,27345,27306,27345,0
04.04.2023 00:42:00.000 GMT+0330,27338,27381,27317,27375,0
04.04.2023 00:43:00.000 GMT+0330,27375,27382,27351,27364,0
04.04.2023 00:44:00.000 GMT+0330,27364,27392,27364,27392,0
04.04.2023 00:45:00.000 GMT+0330,27392,27395,27344,27349,0
04.04.2023 00:46:00.000 GMT+0330,27349,27455,27349,27455,0
04.04.2023 00:47:00.000 GMT+0330,27453,27513,27453,27510,0
04.04.2023 00:48:00.000 GMT+0330,27507,27529,27455,27529,0
04.04.2023 00:49:00.000 GMT+0330,27530,27542,27498,27515,0
04.04.2023 00:50:00.000 GMT+0330,27515,27524,27507,27507,0
04.04.2023 00:51:00.000 GMT+0330,27508,27513,27507,27510,0
04.04.2023 00:52:00.000 GMT+0330,27510,27518,27506,27517,0
04.04.2023 00:53:00.000 GMT+0330,27517,27547,27515,27546,0
04.04.2023 00:54:00.000 GMT+0330,27546,27565,27520,27521,0
04.04.2023 00:55:00.000 GMT+0330,27521,27525,27505,27508,0
04.04.2023 00:56:00.000 GMT+0330,27508,27509,27491,27491,0
04.04.2023 00:57:00.000 GMT+0330,27491,27496,27467,27467,0
04.04.2023 00:58:00.000 GMT+0330,27466,27472,27453,27468,0
04.04.2023 00:59:00.000 GMT+0330,27469,27491,27468,27491,0
04.04.2023 01:00:00.000 GMT+0330,27491,27515,27491,27515,0
04.04.2023 01:01:00.000 GMT+0330,27515,27516,27466,27468,0
04.04.2023 01:02:00.000 GMT+0330,27468,27533,27468,27499,0
04.04.2023 01:03:00.000 GMT+0330,27499,27529,27499,27518,0
04.04.2023 01:04:00.000 GMT+0330,27518,27529,27517,27525,0
04.04.2023 01:05:00.000 GMT+0330,27525,27526,27518,27524,0
04.04.2023 01:06:00.000 GMT+0330,27524,27525,27496,27496,0
04.04.2023 01:07:00.000 GMT+0330,27496,27525,27496,27523,0
04.04.2023 01:08:00.000 GMT+0330,27523,27554,27523,27554,0
04.04.2023 01:09:00.000 GMT+0330,27554,27558,27538,27538,0
04.04.2023 01:10:00.000 GMT+0330,27538,27543,27523,27523,0
04.04.2023 01:11:00.000 GMT+0330,27523,27525,27521,27522,0
04.04.2023 01:12:00.000 GMT+0330,27522,27525,27518,27522,0
04.04.2023 01:13:00.000 GMT+0330,27522,27525,27519,27523,0
04.04.2023 01:14:00.000 GMT+0330,27523,27540,27519,27540,0
04.04.2023 01:15:00.000 GMT+0330,27542,27562,27541,27553,0
04.04.2023 01:16:00.000 GMT+0330,27553,27554,27536,27539,0
04.04.2023 01:17:00.000 GMT+0330,27539,27539,27532,27534,0
04.04.2023 01:18:00.000 GMT+0330,27532,27573,27530,27573,0
04.04.2023 01:19:00.000 GMT+0330,27571,27685,27571,27621,0
04.04.2023 01:20:00.000 GMT+0330,27621,27698,27621,27698,0
04.04.2023 01:21:00.000 GMT+0330,27698,27706,27646,27706,0
04.04.2023 01:22:00.000 GMT+0330,27706,27736,27702,27731,0
04.04.2023 01:23:00.000 GMT+0330,27729,27733,27695,27706,0
04.04.2023 01:24:00.000 GMT+0330,27706,27706,27665,27684,0
04.04.2023 01:25:00.000 GMT+0330,27681,27684,27637,27637,0
04.04.2023 01:26:00.000 GMT+0330,27636,27666,27635,27648,0
04.04.2023 01:27:00.000 GMT+0330,27648,27681,27648,27672,0
04.04.2023 01:28:00.000 GMT+0330,27672,27702,27672,27691,0
04.04.2023 01:29:00.000 GMT+0330,27691,27694,27676,27684,0
04.04.2023 03:30:00.000 GMT+0330,27768,27776,27762,27765,0.0023
04.04.2023 03:31:00.000 GMT+0330,27765,27765,27747,27756,0.0018
04.04.2023 03:32:00.000 GMT+0330,27759,27764,27740,27740,0.0019
04.04.2023 03:33:00.000 GMT+0330,27740,27741,27732,27736,0.0018
04.04.2023 03:34:00.000 GMT+0330,27738,27738,27721,27725,0.0018
04.04.2023 03:35:00.000 GMT+0330,27726,27760,27724,27753,0.002
04.04.2023 03:36:00.000 GMT+0330,27754,27766,27753,27764,0.0018
04.04.2023 03:37:00.000 GMT+0330,27764,27775,27762,27767,0.001
04.04.2023 03:38:00.000 GMT+0330,27766,27777,27766,27777,0.0013
04.04.2023 03:39:00.000 GMT+0330,27776,27781,27773,27781,0.0011
04.04.2023 03:40:00.000 GMT+0330,27781,27781,27774,27778,0.001
04.04.2023 03:41:00.000 GMT+0330,27779,27783,27770,27770,0.0009
04.04.2023 03:42:00.000 GMT+0330,27769,27771,27741,27749,0.0022
04.04.2023 03:43:00.000 GMT+0330,27749,27749,27736,27741,0.0015
04.04.2023 03:44:00.000 GMT+0330,27740,27748,27725,27725,0.0013
04.04.2023 03:45:00.000 GMT+0330,27725,27756,27723,27755,0.0015
04.04.2023 03:46:00.000 GMT+0330,27752,27757,27752,27756,0.0005
04.04.2023 03:47:00.000 GMT+0330,27756,27756,27751,27755,0.0005
04.04.2023 03:48:00.000 GMT+0330,27755,27758,27752,27756,0.0008
04.04.2023 03:49:00.000 GMT+0330,27755,27793,27755,27791,0.0017
04.04.2023 03:50:00.000 GMT+0330,27791,27827,27791,27817,0.0019
04.04.2023 03:51:00.000 GMT+0330,27818,27834,27817,27828,0.0016
04.04.2023 03:52:00.000 GMT+0330,27826,27827,27818,27826,0.0017
04.04.2023 03:53:00.000 GMT+0330,27826,27826,27815,27825,0.0016
04.04.2023 03:54:00.000 GMT+0330,27826,27826,27799,27800,0.0019
04.04.2023 03:55:00.000 GMT+0330,27799,27800,27769,27769,0.0017
04.04.2023 03:56:00.000 GMT+0330,27769,27773,27742,27744,0.0015
04.04.2023 03:57:00.000 GMT+0330,27744,27758,27743,27744,0.0015
04.04.2023 03:58:00.000 GMT+0330,27744,27747,27721,27722,0.0023
04.04.2023 03:59:00.000 GMT+0330,27721,27734,27721,27727,0.0013
04.04.2023 04:00:00.000 GMT+0330,27725,27769,27725,27762,0.0022
04.04.2023 04:01:00.000 GMT+0330,27762,27767,27761,27763,0.0011
04.04.2023 04:02:00.000 GMT+0330,27763,27770,27753,27754,0.0018
04.04.2023 04:03:00.000 GMT+0330,27754,27759,27737,27738,0.0017
04.04.2023 04:04:00.000 GMT+0330,27737,27742,27722,27723,0.0019
04.04.2023 04:05:00.000 GMT+0330,27724,27729,27701,27712,0.0025
04.04.2023 04:06:00.000 GMT+0330,27711,27719,27685,27685,0.0025
04.04.2023 04:07:00.000 GMT+0330,27685,27685,27638,27642,0.0032
04.04.2023 04:08:00.000 GMT+0330,27642,27672,27633,27669,0.0024
04.04.2023 04:09:00.000 GMT+0330,27669,27691,27666,27672,0.0023
04.04.2023 04:10:00.000 GMT+0330,27673,27680,27644,27647,0.0033
04.04.2023 04:11:00.000 GMT+0330,27646,27654,27640,27654,0.0018
04.04.2023 04:12:00.000 GMT+0330,27655,27669,27655,27667,0.0022
04.04.2023 04:13:00.000 GMT+0330,27667,27676,27652,27676,0.0021
04.04.2023 04:14:00.000 GMT+0330,27675,27700,27675,27693,0.0016
04.04.2023 04:15:00.000 GMT+0330,27694,27717,27690,27695,0.0021
04.04.2023 04:16:00.000 GMT+0330,27695,27719,27695,27716,0.002
04.04.2023 04:17:00.000 GMT+0330,27717,27744,27717,27737,0.0025
04.04.2023 04:18:00.000 GMT+0330,27737,27741,27716,27724,0.0021
04.04.2023 04:19:00.000 GMT+0330,27724,27738,27724,27738,0.0018
04.04.2023 04:20:00.000 GMT+0330,27737,27739,27723,27724,0.0018
04.04.2023 04:21:00.000 GMT+0330,27724,27740,27723,27734,0.0015
04.04.2023 04:22:00.000 GMT+0330,27735,27735,27728,27732,0.0007
04.04.2023 04:23:00.000 GMT+0330,27732,27736,27715,27715,0.0017
04.04.2023 04:24:00.000 GMT+0330,27716,27745,27706,27742,0.0017
04.04.2023 04:25:00.000 GMT+0330,27746,27746,27710,27710,0.0016
04.04.2023 04:26:00.000 GMT+0330,27710,27711,27698,27699,0.0015
04.04.2023 04:27:00.000 GMT+0330,27699,27723,27699,27717,0.0014
04.04.2023 04:28:00.000 GMT+0330,27717,27718,27701,27705,0.0015
04.04.2023 04:29:00.000 GMT+0330,27705,27730,27705,27727,0.0018
04.04.2023 04:30:00.000 GMT+0330,27727,27755,27713,27713,0.002
04.04.2023 04:31:00.000 GMT+0330,27714,27716,27706,27712,0.0016
04.04.2023 04:32:00.000 GMT+0330,27712,27712,27697,27697,0.0013
04.04.2023 04:33:00.000 GMT+0330,27698,27698,27689,27695,0.0015
04.04.2023 04:34:00.000 GMT+0330,27694,27697,27691,27696,0.0013
04.04.2023 04:35:00.000 GMT+0330,27696,27716,27695,27715,0.0018
04.04.2023 04:36:00.000 GMT+0330,27715,27716,27698,27699,0.0015
04.04.2023 04:37:00.000 GMT+0330,27699,27712,27697,27703,0.0016
04.04.2023 04:38:00.000 GMT+0330,27703,27709,27703,27706,0.0015
04.04.2023 04:39:00.000 GMT+0330,27706,27711,27706,27711,0.0011
04.04.2023 04:40:00.000 GMT+0330,27711,27711,27696,27696,0.0016
04.04.2023 04:41:00.000 GMT+0330,27696,27703,27696,27701,0.0012
04.04.2023 04:42:00.000 GMT+0330,27701,27701,27672,27672,0.0019
04.04.2023 04:43:00.000 GMT+0330,27672,27672,27669,27670,0.0011
04.04.2023 04:44:00.000 GMT+0330,27669,27684,27660,27683,0.0013
04.04.2023 04:45:00.000 GMT+0330,27683,27686,27669,27669,0.0013
04.04.2023 04:46:00.000 GMT+0330,27669,27671,27668,27669,0.0007
04.04.2023 04:47:00.000 GMT+0330,27669,27715,27668,27712,0.0014
04.04.2023 04:48:00.000 GMT+0330,27712,27754,27712,27754,0.0014
04.04.2023 04:49:00.000 GMT+0330,27754,27755,27742,27743,0.0013
04.04.2023 04:50:00.000 GMT+0330,27743,27756,27743,27749,0.0011
04.04.2023 04:51:00.000 GMT+0330,27748,27748,27743,27746,0.001
04.04.2023 04:52:00.000 GMT+0330,27745,27755,27739,27740,0.0016
04.04.2023 04:53:00.000 GMT+0330,27739,27747,27737,27746,0.0009
04.04.2023 04:54:00.000 GMT+0330,27747,27771,27744,27764,0.0011
04.04.2023 04:55:00.000 GMT+0330,27764,27810,27755,27806,0.0018
04.04.2023 04:56:00.000 GMT+0330,27806,27819,27799,27804,0.0021
04.04.2023 04:57:00.000 GMT+0330,27804,27807,27804,27805,0.0008
04.04.2023 04:58:00.000 GMT+0330,27805,27841,27802,27830,0.0012
04.04.2023 04:59:00.000 GMT+0330,27830,27842,27822,27842,0.0015
04.04.2023 05:00:00.000 GMT+0330,27842,27865,27821,27822,0.0025
04.04.2023 05:01:00.000 GMT+0330,27822,27831,27812,27815,0.0021
04.04.2023 05:02:00.000 GMT+0330,27814,27816,27807,27810,0.0015
04.04.2023 05:03:00.000 GMT+0330,27810,27811,27800,27802,0.0021
04.04.2023 05:04:00.000 GMT+0330,27804,27809,27799,27804,0.0013
04.04.2023 05:05:00.000 GMT+0330,27804,27804,27775,27780,0.0019
04.04.2023 05:06:00.000 GMT+0330,27781,27787,27770,27773,0.0014
04.04.2023 05:07:00.000 GMT+0330,27773,27773,27762,27764,0.0008
04.04.2023 05:08:00.000 GMT+0330,27764,27767,27763,27764,0.0006
04.04.2023 05:09:00.000 GMT+0330,27764,27768,27763,27765,0.0006
04.04.2023 05:10:00.000 GMT+0330,27766,27798,27757,27761,0.0019
04.04.2023 05:11:00.000 GMT+0330,27761,27793,27757,27792,0.0012
04.04.2023 05:12:00.000 GMT+0330,27792,27815,27792,27803,0.0017
04.04.2023 05:13:00.000 GMT+0330,27803,27805,27795,27795,0.0013
04.04.2023 05:14:00.000 GMT+0330,27795,27797,27790,27792,0.001
04.04.2023 05:15:00.000 GMT+0330,27792,27801,27792,27800,0.0006
04.04.2023 05:16:00.000 GMT+0330,27800,27800,27753,27767,0.0019
04.04.2023 05:17:00.000 GMT+0330,27765,27780,27764,27764,0.0013
04.04.2023 05:18:00.000 GMT+0330,27765,27765,27754,27756,0.001
04.04.2023 05:19:00.000 GMT+0330,27756,27767,27754,27766,0.0012
04.04.2023 05:20:00.000 GMT+0330,27764,27775,27764,27773,0.0014
04.04.2023 05:21:00.000 GMT+0330,27773,27780,27772,27779,0.0011
04.04.2023 05:22:00.000 GMT+0330,27779,27792,27778,27791,0.0012
04.04.2023 05:23:00.000 GMT+0330,27791,27792,27786,27787,0.0007
04.04.2023 05:24:00.000 GMT+0330,27786,27795,27782,27795,0.0008
04.04.2023 05:25:00.000 GMT+0330,27795,27795,27786,27788,0.0011
04.04.2023 05:26:00.000 GMT+0330,27788,27790,27768,27773,0.0015
04.04.2023 05:27:00.000 GMT+0330,27771,27771,27759,27763,0.0015
04.04.2023 05:28:00.000 GMT+0330,27762,27763,27762,27763,0.0002
04.04.2023 05:29:00.000 GMT+0330,27762,27784,27762,27782,0.001
04.04.2023 05:30:00.000 GMT+0330,27783,27793,27766,27793,0.0012
04.04.2023 05:31:00.000 GMT+0330,27788,27796,27759,27762,0.0018
04.04.2023 05:32:00.000 GMT+0330,27760,27769,27755,27756,0.0011
04.04.2023 05:33:00.000 GMT+0330,27756,27756,27755,27756,0.0005
04.04.2023 05:34:00.000 GMT+0330,27756,27773,27753,27754,0.001
04.04.2023 05:35:00.000 GMT+0330,27754,27765,27752,27752,0.0007
04.04.2023 05:36:00.000 GMT+0330,27752,27752,27748,27752,0.0009
04.04.2023 05:37:00.000 GMT+0330,27751,27755,27751,27753,0.0008
04.04.2023 05:38:00.000 GMT+0330,27754,27765,27752,27764,0.001
04.04.2023 05:39:00.000 GMT+0330,27765,27775,27764,27775,0.0007
04.04.2023 05:40:00.000 GMT+0330,27775,27775,27763,27764,0.001
04.04.2023 05:41:00.000 GMT+0330,27763,27785,27763,27782,0.0012
04.04.2023 05:42:00.000 GMT+0330,27782,27793,27780,27793,0.0012
04.04.2023 05:43:00.000 GMT+0330,27793,27803,27791,27802,0.0009
04.04.2023 05:44:00.000 GMT+0330,27802,27807,27802,27805,0.001
04.04.2023 05:45:00.000 GMT+0330,27805,27807,27802,27803,0.0014
04.04.2023 05:46:00.000 GMT+0330,27804,27808,27783,27783,0.0017
04.04.2023 05:47:00.000 GMT+0330,27782,27791,27778,27790,0.0014
04.04.2023 05:48:00.000 GMT+0330,27791,27811,27791,27811,0.0005
04.04.2023 05:49:00.000 GMT+0330,27812,27832,27812,27825,0.0012
04.04.2023 05:50:00.000 GMT+0330,27825,27839,27825,27839,0.0009
04.04.2023 05:51:00.000 GMT+0330,27839,27841,27818,27819,0.0013
04.04.2023 05:52:00.000 GMT+0330,27819,27833,27818,27824,0.0017
04.04.2023 05:53:00.000 GMT+0330,27826,27827,27815,27816,0.0015
04.04.2023 05:54:00.000 GMT+0330,27816,27836,27816,27833,0.0016
04.04.2023 05:55:00.000 GMT+0330,27833,27839,27829,27839,0.0014
04.04.2023 05:56:00.000 GMT+0330,27838,27847,27836,27847,0.0011
04.04.2023 05:57:00.000 GMT+0330,27849,27855,27846,27852,0.0005
04.04.2023 05:58:00.000 GMT+0330,27852,27871,27852,27866,0.0012
04.04.2023 05:59:00.000 GMT+0330,27866,27877,27865,27874,0.0008
04.04.2023 06:00:00.000 GMT+0330,27874,27877,27853,27866,0.0015
04.04.2023 06:01:00.000 GMT+0330,27866,27867,27853,27853,0.0015
04.04.2023 06:02:00.000 GMT+0330,27853,27876,27851,27876,0.001
04.04.2023 06:03:00.000 GMT+0330,27876,27903,27875,27896,0.0014
04.04.2023 06:04:00.000 GMT+0330,27896,27897,27887,27887,0.0011
04.04.2023 06:05:00.000 GMT+0330,27887,27887,27876,27878,0.0009
04.04.2023 06:06:00.000 GMT+0330,27878,27904,27872,27898,0.0015
04.04.2023 06:07:00.000 GMT+0330,27899,27899,27883,27884,0.001
04.04.2023 06:08:00.000 GMT+0330,27884,27888,27876,27888,0.0011
04.04.2023 06:09:00.000 GMT+0330,27888,27912,27876,27878,0.0019
04.04.2023 06:10:00.000 GMT+0330,27877,27883,27867,27868,0.0012
04.04.2023 06:11:00.000 GMT+0330,27867,27875,27865,27875,0.001
04.04.2023 06:12:00.000 GMT+0330,27873,27875,27865,27875,0.001
04.04.2023 06:13:00.000 GMT+0330,27875,27901,27873,27890,0.0011
04.04.2023 06:14:00.000 GMT+0330,27891,27904,27882,27884,0.0018
04.04.2023 06:15:00.000 GMT+0330,27884,27884,27862,27865,0.0016
04.04.2023 06:16:00.000 GMT+0330,27865,27870,27865,27869,0.0005
04.04.2023 06:17:00.000 GMT+0330,27869,27870,27866,27867,0.0008
04.04.2023 06:18:00.000 GMT+0330,27867,27867,27861,27861,0.001
04.04.2023 06:19:00.000 GMT+0330,27861,27872,27861,27869,0.0008
04.04.2023 06:20:00.000 GMT+0330,27869,27869,27861,27864,0.0012
04.04.2023 06:21:00.000 GMT+0330,27864,27865,27864,27864,0.0004
04.04.2023 06:22:00.000 GMT+0330,27864,27868,27861,27861,0.0005
04.04.2023 06:23:00.000 GMT+0330,27860,27864,27857,27859,0.0004
04.04.2023 06:24:00.000 GMT+0330,27859,27861,27854,27854,0.0003
04.04.2023 06:25:00.000 GMT+0330,27854,27854,27852,27852,0.0007
04.04.2023 06:26:00.000 GMT+0330,27852,27852,27836,27836,0.0007
04.04.2023 06:27:00.000 GMT+0330,27835,27844,27832,27844,0.0009
04.04.2023 06:28:00.000 GMT+0330,27844,27845,27818,27820,0.0014
04.04.2023 06:29:00.000 GMT+0330,27822,27824,27822,27822,0.0007
04.04.2023 06:30:00.000 GMT+0330,27822,27826,27819,27820,0.0011
04.04.2023 06:31:00.000 GMT+0330,27819,27827,27819,27825,0.0012
04.04.2023 06:32:00.000 GMT+0330,27825,27830,27822,27822,0.001
04.04.2023 06:33:00.000 GMT+0330,27822,27829,27821,27829,0.0009
04.04.2023 06:34:00.000 GMT+0330,27828,27837,27828,27836,0.0007
04.04.2023 06:35:00.000 GMT+0330,27836,27838,27823,27830,0.0011
04.04.2023 06:36:00.000 GMT+0330,27831,27839,27831,27838,0.0009
04.04.2023 06:37:00.000 GMT+0330,27838,27842,27835,27837,0.0008
04.04.2023 06:38:00.000 GMT+0330,27838,27840,27838,27839,0.0002
04.04.2023 06:39:00.000 GMT+0330,27839,27844,27839,27841,0.0003
04.04.2023 06:40:00.000 GMT+0330,27841,27843,27839,27842,0.0005
04.04.2023 06:41:00.000 GMT+0330,27842,27842,27818,27820,0.0011
04.04.2023 06:42:00.000 GMT+0330,27820,27833,27820,27831,0.0007
04.04.2023 06:43:00.000 GMT+0330,27830,27830,27824,27824,0.0005
04.04.2023 06:44:00.000 GMT+0330,27825,27846,27825,27844,0.001
04.04.2023 06:45:00.000 GMT+0330,27844,27844,27837,27839,0.0007
04.04.2023 06:46:00.000 GMT+0330,27839,27843,27837,27842,0.0006
04.04.2023 06:47:00.000 GMT+0330,27841,27855,27841,27847,0.0009
04.04.2023 06:48:00.000 GMT+0330,27847,27847,27833,27834,0.001
04.04.2023 06:49:00.000 GMT+0330,27834,27835,27833,27835,0.0005
04.04.2023 06:50:00.000 GMT+0330,27835,27852,27835,27851,0.0009
04.04.2023 06:51:00.000 GMT+0330,27852,27857,27849,27857,0.0006
04.04.2023 06:52:00.000 GMT+0330,27857,27870,27857,27867,0.0016
04.04.2023 06:53:00.000 GMT+0330,27867,27878,27866,27877,0.0013
04.04.2023 06:54:00.000 GMT+0330,27877,27892,27877,27877,0.0013
04.04.2023 06:55:00.000 GMT+0330,27877,27885,27877,27885,0.0006
04.04.2023 06:56:00.000 GMT+0330,27885,27904,27885,27903,0.001
04.04.2023 06:57:00.000 GMT+0330,27904,27911,27896,27896,0.0012
04.04.2023 06:58:00.000 GMT+0330,27896,27903,27896,27901,0.0006
04.04.2023 06:59:00.000 GMT+0330,27901,27901,27899,27900,0.0006
04.04.2023 07:00:00.000 GMT+0330,27900,27900,27893,27893,0.0007
04.04.2023 07:01:00.000 GMT+0330,27893,27909,27877,27908,0.0012
04.04.2023 07:02:00.000 GMT+0330,27908,27929,27903,27903,0.0021
04.04.2023 07:03:00.000 GMT+0330,27903,27903,27866,27866,0.0021
04.04.2023 07:04:00.000 GMT+0330,27866,27870,27863,27864,0.0008
04.04.2023 07:05:00.000 GMT+0330,27864,27871,27856,27870,0.0015
04.04.2023 07:06:00.000 GMT+0330,27870,27870,27848,27854,0.0011
04.04.2023 07:07:00.000 GMT+0330,27854,27864,27852,27854,0.0008
04.04.2023 07:08:00.000 GMT+0330,27855,27864,27855,27857,0.0009
04.04.2023 07:09:00.000 GMT+0330,27857,27860,27854,27858,0.0009
04.04.2023 07:10:00.000 GMT+0330,27858,27863,27857,27858,0.0007
04.04.2023 07:11:00.000 GMT+0330,27858,27861,27858,27860,0.0006
04.04.2023 07:12:00.000 GMT+0330,27860,27865,27858,27858,0.0006
04.04.2023 07:13:00.000 GMT+0330,27857,27857,27847,27851,0.0006
04.04.2023 07:14:00.000 GMT+0330,27852,27854,27847,27847,0.0004
04.04.2023 07:15:00.000 GMT+0330,27846,27855,27846,27851,0.0005
04.04.2023 07:16:00.000 GMT+0330,27853,27858,27851,27854,0.0009
04.04.2023 07:17:00.000 GMT+0330,27854,27855,27849,27849,0.0005
04.04.2023 07:18:00.000 GMT+0330,27854,27867,27851,27863,0.0008
04.04.2023 07:19:00.000 GMT+0330,27864,27866,27859,27864,0.001
04.04.2023 07:20:00.000 GMT+0330,27863,27863,27844,27848,0.0009
04.04.2023 07:21:00.000 GMT+0330,27849,27850,27844,27844,0.0017
04.04.2023 07:22:00.000 GMT+0330,27848,27848,27840,27841,0.001
04.04.2023 07:23:00.000 GMT+0330,27841,27845,27839,27844,0.0015
04.04.2023 07:24:00.000 GMT+0330,27845,27845,27838,27838,0.0012
04.04.2023 07:25:00.000 GMT+0330,27838,27839,27831,27835,0.0009
04.04.2023 07:26:00.000 GMT+0330,27835,27862,27835,27860,0.0011
04.04.2023 07:27:00.000 GMT+0330,27860,27862,27854,27862,0.0001
04.04.2023 07:28:00.000 GMT+0330,27862,27867,27861,27865,0.0002
04.04.2023 07:29:00.000 GMT+0330,27866,27866,27822,27829,0.0001
04.04.2023 07:30:00.000 GMT+0330,27828,27845,27828,27844,0.0001
04.04.2023 07:31:00.000 GMT+0330,27843,27843,27834,27837,0.0001
04.04.2023 07:32:00.000 GMT+0330,27837,27841,27834,27834,0.0001
04.04.2023 07:33:00.000 GMT+0330,27834,27834,27823,27829,0.0001
04.04.2023 07:34:00.000 GMT+0330,27828,27839,27825,27839,0.0001
04.04.2023 07:35:00.000 GMT+0330,27840,27841,27837,27841,0
04.04.2023 07:36:00.000 GMT+0330,27841,27850,27839,27849,0.0002
04.04.2023 07:37:00.000 GMT+0330,27851,27854,27849,27852,0.0001
04.04.2023 07:38:00.000 GMT+0330,27852,27852,27829,27836,0.0001
04.04.2023 07:39:00.000 GMT+0330,27836,27851,27835,27850,0
04.04.2023 07:40:00.000 GMT+0330,27848,27852,27848,27849,0.0001
04.04.2023 07:41:00.000 GMT+0330,27849,27855,27848,27854,0.0001
04.04.2023 07:42:00.000 GMT+0330,27857,27857,27852,27854,0.0001
04.04.2023 07:43:00.000 GMT+0330,27854,27854,27851,27852,0.0001
04.04.2023 07:44:00.000 GMT+0330,27853,27856,27852,27855,0.0002
04.04.2023 07:45:00.000 GMT+0330,27854,27856,27852,27855,0.0001
04.04.2023 07:46:00.000 GMT+0330,27855,27855,27842,27842,0.0001
04.04.2023 07:47:00.000 GMT+0330,27842,27842,27831,27833,0.0001
04.04.2023 07:48:00.000 GMT+0330,27832,27838,27832,27836,0.0001
04.04.2023 07:49:00.000 GMT+0330,27836,27842,27834,27839,0.0001
04.04.2023 07:50:00.000 GMT+0330,27840,27841,27839,27840,0.0001
04.04.2023 07:51:00.000 GMT+0330,27840,27847,27840,27847,0.0003
04.04.2023 07:52:00.000 GMT+0330,27845,27847,27845,27846,0.0006
04.04.2023 07:53:00.000 GMT+0330,27845,27847,27831,27831,0.0001
04.04.2023 07:54:00.000 GMT+0330,27831,27831,27825,27825,0.0001
04.04.2023 07:55:00.000 GMT+0330,27826,27830,27826,27829,0
04.04.2023 07:56:00.000 GMT+0330,27829,27829,27822,27822,0.0001
04.04.2023 07:57:00.000 GMT+0330,27822,27826,27821,27826,0.0001
04.04.2023 07:58:00.000 GMT+0330,27822,27826,27807,27808,0.0001
04.04.2023 07:59:00.000 GMT+0330,27808,27825,27808,27822,0
04.04.2023 08:00:00.000 GMT+0330,27823,27826,27813,27813,0.0001
04.04.2023 08:01:00.000 GMT+0330,27813,27814,27794,27810,0.0001
04.04.2023 08:02:00.000 GMT+0330,27810,27811,27805,27809,0.0001
04.04.2023 08:03:00.000 GMT+0330,27809,27809,27793,27799,0.0001
