,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,result
391,28488,28478,28474,28479,28482,28476,28482,28486,28485,28493,28492
392,28492,28489,28491,28485,28486,28485,28487,28491,28494,28491,28491
393,28483,28485,28485,28485,28487,28490,28490,28486,28487,28495,28499
394,28487,28490,28490,28486,28487,28495,28499,28503,28500,28494,28484
395,28494,28484,28483,28488,28486,28482,28495,28488,28485,28487,28479
396,28468,28468,28461,28464,28463,28457,28458,28467,28473,28472,28476
397,28457,28458,28467,28473,28472,28476,28476,28476,28476,28476,28476
398,28476,28476,28486,28478,28480,28465,28466,28466,28469,28458,28459
399,28505,28506,28521,28509,28509,28498,28502,28494,28506,28506,28505
400,28509,28498,28502,28494,28506,28506,28505,28490,28488,28502,28517
401,28488,28502,28517,28516,28508,28509,28517,28517,28518,28520,28518
402,28517,28516,28508,28509,28517,28517,28518,28520,28518,28518,28518
403,28517,28517,28518,28520,28518,28518,28518,28517,28519,28528,28518
404,28528,28518,28518,28516,28514,28516,28526,28526,28528,28531,28538
405,28518,28518,28516,28514,28516,28526,28526,28528,28531,28538,28552
406,28522,28521,28497,28504,28499,28507,28496,28498,28503,28518,28518
407,28510,28512,28531,28529,28508,28478,28352,28392,28380,28391,28402
408,28523,28518,28537,28516,28512,28512,28531,28553,28548,28554,28529
409,28474,28473,28499,28487,28490,28470,28467,28470,28464,28448,28412
410,28470,28464,28448,28412,28385,28380,28350,28321,28343,28361,28370
411,28448,28412,28385,28380,28350,28321,28343,28361,28370,28347,28358
412,28412,28385,28380,28350,28321,28343,28361,28370,28347,28358,28355
413,28355,28365,28355,28350,28305,28321,28339,28329,28326,28307,28300
414,28321,28339,28329,28326,28307,28300,28344,28357,28358,28368,28373
415,28344,28357,28358,28368,28373,28373,28372,28403,28383,28364,28344
416,28153,28161,28159,28166,28179,28154,28174,28187,28202,28178,28161
417,28154,28174,28187,28202,28178,28161,28158,28137,28144,28168,28199
418,28174,28187,28202,28178,28161,28158,28137,28144,28168,28199,28191
419,28198,28194,28186,28175,28164,28139,28141,28089,28129,28135,28142
420,28186,28175,28164,28139,28141,28089,28129,28135,28142,28120,28070
421,28129,28135,28142,28120,28070,28093,28101,28102,28093,28102,28085
422,28085,28105,28109,28135,28128,28134,28108,28104,28083,28001,28005
423,27938,27916,27914,27939,27960,27959,27942,27956,27947,27954,27980
424,27947,27954,27980,27963,27961,27975,27990,28012,28012,28014,28032
425,27963,27961,27975,27990,28012,28012,28014,28032,28044,28043,28023
426,27961,27975,27990,28012,28012,28014,28032,28044,28043,28023,28019
427,27990,28012,28012,28014,28032,28044,28043,28023,28019,28026,28030
428,28043,28023,28019,28026,28030,28021,28013,28037,28050,28050,28066
429,27869,27878,27871,27860,27855,27823,27862,27871,27884,27883,27882
430,27859,27884,27874,27881,27892,27909,27912,27904,27936,27938,27956
431,27881,27892,27909,27912,27904,27936,27938,27956,27970,27950,27945
432,27936,27938,27956,27970,27950,27945,27932,27913,27920,27913,27917
433,27938,27956,27970,27950,27945,27932,27913,27920,27913,27917,27936
434,27906,27899,27914,27906,27915,27913,27895,27885,27899,27933,27947
435,27895,27885,27899,27933,27947,27954,27968,27971,27974,27981,27951
436,27947,27954,27968,27971,27974,27981,27951,27959,27965,27960,27976
437,27996,28005,28011,28006,28025,28019,28023,28039,28022,28040,28035
438,28040,28035,28044,28037,28046,28052,28064,28055,28042,28045,28040
439,28055,28042,28045,28040,28036,28034,28027,28030,28023,28030,28002
440,28045,28040,28036,28034,28027,28030,28023,28030,28002,27969,27985
441,28036,28034,28027,28030,28023,28030,28002,27969,27985,27981,27967
442,28027,28030,28023,28030,28002,27969,27985,27981,27967,27973,27974
443,27969,27985,27981,27967,27973,27974,27980,28000,28014,28012,28002
444,28000,28014,28012,28002,28002,28004,28002,27996,27991,27997,27998
445,28002,28004,28002,27996,27991,27997,27998,28006,28006,28021,28008
446,28004,28002,27996,27991,27997,27998,28006,28006,28021,28008,28005
447,28006,28006,28021,28008,28005,28005,28002,27987,27986,28006,28006
448,27982,27964,27937,27926,27928,27909,27935,27935,27933,27944,27960
449,27926,27928,27909,27935,27935,27933,27944,27960,27969,27994,27990
450,27994,27990,27971,27942,27953,27962,27959,27962,27957,27973,27976
451,27942,27953,27962,27959,27962,27957,27973,27976,27966,27956,27955
452,27996,28003,27989,27990,27987,27986,28000,27989,27968,27967,27961
453,27990,27987,27986,28000,27989,27968,27967,27961,27951,27940,27949
454,27989,27968,27967,27961,27951,27940,27949,27953,28034,28061,28055
455,28072,28091,28128,28117,28110,28119,28098,28119,28149,28152,28169
456,28128,28117,28110,28119,28098,28119,28149,28152,28169,28184,28164
457,28149,28152,28169,28184,28164,28156,28164,28166,28186,28188,28193
458,28156,28164,28166,28186,28188,28193,28204,28196,28208,28236,28245
459,28208,28236,28245,28260,28265,28260,28232,28241,28237,28241,28256
460,28260,28265,28260,28232,28241,28237,28241,28256,28260,28263,28241
461,28163,28169,28171,28166,28169,28178,28186,28180,28175,28182,28185
462,28182,28185,28196,28194,28214,28206,28222,28243,28237,28243,28258
463,28196,28194,28214,28206,28222,28243,28237,28243,28258,28266,28263
464,28174,28175,28181,28180,28187,28186,28185,28185,28186,28184,28178
465,28185,28185,28186,28184,28178,28190,28190,28198,28181,28174,28173
466,28190,28190,28198,28181,28174,28173,28166,28154,28146,28146,28162
467,28181,28174,28173,28166,28154,28146,28146,28162,28158,28156,28149
468,28166,28154,28146,28146,28162,28158,28156,28149,28148,28153,28146
469,28125,28132,28134,28135,28142,28149,28141,28136,28122,28126,28118
470,28126,28151,28165,28164,28169,28170,28174,28178,28180,28177,28178
471,28165,28164,28169,28170,28174,28178,28180,28177,28178,28177,28176
472,28178,28180,28177,28178,28177,28176,28185,28183,28166,28158,28147
473,28178,28177,28176,28185,28183,28166,28158,28147,28160,28155,28147
474,28128,28122,28121,28130,28146,28147,28145,28150,28153,28152,28154
475,28115,28113,28117,28103,28107,28102,28106,28112,28110,28114,28102
476,28117,28119,28104,28102,28108,28124,28124,28139,28148,28143,28149
477,28168,28176,28200,28196,28185,28159,28149,28143,28129,28124,28119
478,28196,28185,28159,28149,28143,28129,28124,28119,28117,28126,28122
479,28119,28117,28126,28122,28124,28125,28126,28126,28125,28126,28133
480,28148,28148,28148,28148,28151,28164,28172,28163,28161,28142,28146
481,28143,28145,28150,28149,28159,28150,28152,28147,28146,28147,28161
482,28150,28152,28147,28146,28147,28161,28176,28175,28176,28165,28158
483,28151,28145,28145,28144,28144,28143,28143,28149,28125,28125,28128
484,28045,28046,28062,28053,28068,28052,28038,28062,28056,28041,28011
485,28062,28053,28068,28052,28038,28062,28056,28041,28011,28032,28035
486,28035,28040,28046,28060,28070,28084,28090,28090,28087,28088,28083
487,28087,28088,28083,28091,28090,28091,28085,28078,28041,27948,27983
488,27971,27983,27967,27975,27967,27956,27965,27960,27938,27901,27927
489,27956,27965,27960,27938,27901,27927,27917,27927,27940,27944,27965
490,28000,28002,27995,27985,27981,27991,27982,27991,27972,27966,27953
491,27991,27982,27991,27972,27966,27953,27923,27898,27864,27887,27911
492,27923,27898,27864,27887,27911,27913,27921,27916,27926,27901,27881
493,27905,27942,27958,27953,27964,27969,27976,27993,27992,27996,28001
494,27996,28001,28002,27995,27988,27995,27997,27998,28009,28016,28023
495,28040,28042,28036,28033,28041,28044,28052,28056,28059,28055,28040
496,28036,28033,28041,28044,28052,28056,28059,28055,28040,28042,28041
497,28033,28041,28044,28052,28056,28059,28055,28040,28042,28041,28023
498,28055,28040,28042,28041,28023,28035,28041,28042,28039,28042,28043
499,28036,28020,28029,28041,28034,28041,28049,28052,28055,28049,28053
500,28053,28041,28041,28041,28036,28039,28037,28038,28019,28001,28009
501,27996,27981,27975,27970,27982,27981,27962,27964,27973,27976,27980
502,27976,27980,27982,28007,28009,27999,28004,28000,28013,28010,28027
503,28009,27999,28004,28000,28013,28010,28027,28023,28033,28041,28046
504,28024,28022,28022,28024,28024,28043,28045,28047,28050,28055,28052
505,28045,28047,28050,28055,28052,28054,28053,28052,28057,28062,28056
506,28052,28057,28062,28056,28056,28056,28064,28067,28068,28052,28038
507,28056,28056,28064,28067,28068,28052,28038,28042,28049,28046,28048
508,28068,28052,28038,28042,28049,28046,28048,28044,28048,28046,28045
509,28045,28046,28042,28039,28036,28041,28043,28077,28089,28118,28106
510,28043,28077,28089,28118,28106,28095,28092,28082,28083,28083,28087
511,28077,28089,28118,28106,28095,28092,28082,28083,28083,28087,28087
512,28092,28082,28083,28083,28087,28087,28086,28098,28086,28082,28088
513,28082,28083,28083,28087,28087,28086,28098,28086,28082,28088,28086
514,28083,28073,28071,28067,28066,28077,28066,28062,28071,28090,28086
515,28062,28061,28065,28065,28067,28066,28070,28071,28071,28071,28071
516,28067,28066,28070,28071,28071,28071,28071,28062,28060,28062,28063
517,28060,28062,28063,28061,28067,28056,28071,28080,28074,28046,28048
518,28041,28040,28040,28037,28026,28008,28024,28025,28024,28025,28033
519,28008,28018,28015,28010,28007,28012,28007,27998,27961,27971,27973
520,27984,27976,27970,27963,27978,27986,27995,28004,28000,28005,28005
521,28013,28012,28002,28006,28003,28002,28002,28014,28015,28017,28016
522,28002,28006,28003,28002,28002,28014,28015,28017,28016,27998,27999
523,28015,28017,28016,27998,27999,27985,27987,27992,27990,27991,27991
524,27991,27989,27988,27991,27991,27992,27990,27990,28005,28004,28007
525,27992,27990,27990,28005,28004,28007,28006,28007,28008,28012,28019
526,28004,28007,28006,28007,28008,28012,28019,28035,28035,28030,28029
527,28026,28036,28033,28038,28039,28037,28033,28032,28030,28030,28025
528,28039,28037,28033,28032,28030,28030,28025,28027,28034,28025,28024
529,28045,28038,28036,28035,28041,28049,28053,28031,28025,28027,28024
530,28003,28002,28005,28008,28008,28012,28016,28008,28004,28000,27983
531,28008,28004,28000,27983,27984,27985,27985,27966,27966,27972,27971
532,28004,28000,27983,27984,27985,27985,27966,27966,27972,27971,27971
533,27984,27985,27985,27966,27966,27972,27971,27971,27978,27977,27957
534,27972,27971,27971,27978,27977,27957,27909,27916,27941,27926,27932
535,27909,27916,27941,27926,27932,27943,27935,27914,27913,27902,27903
536,27932,27943,27935,27914,27913,27902,27903,27893,27849,27896,27871
537,27893,27849,27896,27871,27850,27859,27864,27870,27888,27891,27894
538,27891,27894,27897,27892,27907,27901,27911,27894,27874,27841,27836
539,27852,27876,27876,27876,27878,27881,27875,27875,27882,27882,27911
540,27931,27956,27939,27939,27940,27925,27930,27930,27931,27925,27924
541,27940,27925,27930,27930,27931,27925,27924,27918,27916,27907,27924
542,27918,27916,27907,27924,27921,27921,27927,27926,27926,27930,27930
543,27930,27922,27928,27932,27940,27940,27938,27934,27937,27940,27944
544,27940,27944,27947,27956,27962,27972,27965,27965,27965,27951,27968
545,27956,27962,27972,27965,27965,27965,27951,27968,27962,27968,27984
546,27951,27968,27962,27968,27984,27995,27983,27978,27974,27961,27968
547,27978,27974,27961,27968,27963,27963,27967,27967,27971,27980,27980
548,27974,27961,27968,27963,27963,27967,27967,27971,27980,27980,27967
549,27971,27980,27980,27967,27962,27957,27946,27946,27933,27948,27939
550,27939,27933,27920,27921,27928,27891,27903,27905,27905,27890,27890
551,27891,27903,27905,27905,27890,27890,27881,27881,27846,27813,27828
552,27905,27905,27890,27890,27881,27881,27846,27813,27828,27813,27826
553,27813,27828,27813,27826,27826,27857,27842,27843,27860,27850,27832
554,27843,27860,27850,27832,27837,27846,27820,27830,27843,27853,27849
555,27860,27850,27832,27837,27846,27820,27830,27843,27853,27849,27847
556,27843,27853,27849,27847,27847,27826,27818,27818,27819,27815,27853
557,27880,27867,27878,27884,27881,27881,27886,27897,27896,27875,27880
558,27886,27897,27896,27875,27880,27874,27878,27875,27875,27881,27870
559,27911,27912,27907,27913,27916,27918,27919,27913,27913,27900,27902
560,27913,27913,27900,27902,27909,27913,27922,27925,27914,27920,27927
561,27909,27913,27922,27925,27914,27920,27927,27911,27912,27915,27913
562,27915,27913,27914,27901,27902,27901,27894,27889,27875,27883,27881
563,27902,27901,27894,27889,27875,27883,27881,27878,27883,27880,27859
564,27878,27883,27880,27859,27856,27856,27884,27888,27916,27926,27924
565,27905,27888,27901,27891,27910,27912,27912,27898,27905,27899,27882
566,27898,27905,27899,27882,27885,27881,27879,27866,27863,27851,27839
567,27876,27879,27878,27886,27889,27859,27854,27864,27878,27878,27874
568,27878,27874,27879,27881,27868,27890,27901,27905,27910,27918,27920
569,27852,27858,27846,27867,27859,27831,27833,27824,27814,27785,27815
570,27846,27867,27859,27831,27833,27824,27814,27785,27815,27822,27737
571,27867,27859,27831,27833,27824,27814,27785,27815,27822,27737,27746
572,27751,27785,27807,27821,27830,27833,27826,27831,27834,27857,27862
573,27922,27929,27919,27901,27899,27897,27893,27885,27894,27896,27905
574,27893,27885,27894,27896,27905,27905,27903,27896,27905,27930,27914
575,27905,27903,27896,27905,27930,27914,27894,27897,27923,27916,27919
576,27930,27914,27894,27897,27923,27916,27919,27892,27895,27896,27899
577,27916,27919,27892,27895,27896,27899,27891,27898,27883,27890,27893
578,27898,27883,27890,27893,27902,27903,27904,27893,27905,27922,27934
579,27902,27903,27904,27893,27905,27922,27934,27943,27929,27942,27940
580,27893,27905,27922,27934,27943,27929,27942,27940,27938,27913,27922
581,27913,27922,27929,27951,27961,27970,27981,27986,27994,28013,28021
582,27929,27951,27961,27970,27981,27986,27994,28013,28021,28001,27991
583,27986,27994,28013,28021,28001,27991,27997,28021,28046,28025,28031
584,28031,28026,28012,28008,28000,27999,28009,28017,28029,28041,28060
585,28060,28063,28059,28066,28050,28036,28032,28092,28097,28086,28078
586,28111,28132,28155,28139,28123,28122,28116,28104,28103,28106,28099
587,28139,28123,28122,28116,28104,28103,28106,28099,28082,28096,28096
588,28106,28099,28082,28096,28096,28093,28101,28094,28106,28117,28101
589,28098,28093,28094,28084,28079,28072,28071,28079,28098,28090,28091
590,28093,28094,28084,28079,28072,28071,28079,28098,28090,28091,28093
591,28085,28087,28096,28107,28108,28104,28096,28100,28083,28088,28083
592,28096,28107,28108,28104,28096,28100,28083,28088,28083,28075,28074
593,28073,28078,28080,28084,28090,28124,28098,28089,28086,28099,28094
594,28097,28097,28106,28110,28105,28112,28097,28104,28085,28091,28094
595,28097,28104,28085,28091,28094,28091,28099,28096,28096,28086,28080
596,28050,28032,28029,28034,28032,28028,28026,28026,28022,28019,28039
597,28055,28051,28024,28055,28055,28038,28036,28032,28036,28054,28039
598,28024,28055,28055,28038,28036,28032,28036,28054,28039,28032,28029
599,28036,28054,28039,28032,28029,28038,28045,28052,28039,28049,28052
600,28029,28038,28045,28052,28039,28049,28052,28057,28057,28020,28036
601,28039,28049,28052,28057,28057,28020,28036,28044,28044,28051,28055
602,28052,28057,28057,28020,28036,28044,28044,28051,28055,28053,28058
603,28025,28021,28024,28012,28013,28018,28012,28013,28018,28018,28018
604,28018,28018,28026,28008,28014,28023,28022,28026,28027,28024,28026
605,28031,28021,28019,28021,28030,28043,28045,28043,28043,28043,28043
606,28058,28071,28065,28050,28045,28048,28057,28041,28022,28024,28009
607,28022,28024,28009,28001,27960,27963,27949,27963,27966,27966,27973
608,28001,27960,27963,27949,27963,27966,27966,27973,27982,27984,27984
609,27984,27988,27992,28000,27997,27997,27998,27969,27937,27952,27935
610,27969,27937,27952,27935,27946,27941,27934,27947,27960,27964,27962
611,27934,27947,27960,27964,27962,27961,27960,27953,27953,27956,27950
612,27960,27953,27953,27956,27950,27955,27970,27969,27955,27962,27965
613,28001,28014,28001,28020,28019,28019,28016,28004,28004,27996,27998
614,28001,28020,28019,28019,28016,28004,28004,27996,27998,28007,28005
615,28019,28019,28016,28004,28004,27996,27998,28007,28005,28012,28026
616,28019,28016,28004,28004,27996,27998,28007,28005,28012,28026,28004
617,28004,28004,27996,27998,28007,28005,28012,28026,28004,27987,27974
618,28017,28014,28029,28034,28041,28041,28037,28044,28036,28047,28047
619,28037,28044,28036,28047,28047,28053,28068,28059,28061,28061,28050
620,28061,28050,28061,28068,28066,28096,28071,28069,28084,28075,28085
621,28066,28096,28071,28069,28084,28075,28085,28086,28080,28074,28067
622,27968,27964,27966,27954,27961,27959,27940,27965,27981,27995,27989
623,27964,27966,27954,27961,27959,27940,27965,27981,27995,27989,27986
624,27959,27940,27965,27981,27995,27989,27986,27983,27966,27963,27966
625,27940,27965,27981,27995,27989,27986,27983,27966,27963,27966,27967
626,27965,27981,27995,27989,27986,27983,27966,27963,27966,27967,27965
627,27981,27995,27989,27986,27983,27966,27963,27966,27967,27965,27967
628,27967,27965,27967,27978,27979,27981,27980,27985,27979,28005,28008
629,27965,27967,27978,27979,27981,27980,27985,27979,28005,28008,28001
630,27999,28005,28008,28006,27996,28012,28000,28000,28003,27996,27990
631,27988,27989,27984,27968,27960,27962,27963,27963,27964,27974,27976
632,27962,27963,27963,27964,27974,27976,27980,27982,27983,27982,27973
633,27983,27982,27973,27965,27965,27960,27969,27975,27973,27964,27969
634,27975,27973,27964,27969,27970,27962,27950,27958,27956,27957,27957
635,27956,27957,27957,27948,27928,27908,27908,27918,27924,27924,27924
636,27916,27910,27909,27904,27896,27900,27899,27908,27908,27907,27921
637,27929,27944,27961,27953,27956,27958,27956,27962,27957,27960,27965
638,27961,27953,27956,27958,27956,27962,27957,27960,27965,27965,27964
639,27958,27956,27962,27957,27960,27965,27965,27964,27966,27972,27981
640,27965,27965,27964,27966,27972,27981,27980,27979,27982,27971,27985
641,27965,27964,27966,27972,27981,27980,27979,27982,27971,27985,27982
642,27981,27980,27979,27982,27971,27985,27982,27983,27982,27983,27991
643,27991,27987,27986,27986,27987,27988,27988,27990,28010,28029,28030
644,27987,27986,27986,27987,27988,27988,27990,28010,28029,28030,28031
645,28017,28018,28017,28003,28002,28003,28003,28003,28021,28013,28014
646,28015,28016,28015,28000,28000,27998,28000,28000,27995,27997,27998
647,28000,27995,27997,27998,27999,28004,28004,27998,28005,28006,28008
648,28005,28006,28008,28008,28002,28006,28009,28009,28000,28000,28000
649,28006,28008,28008,28008,28006,28006,28007,28009,28001,28002,28006
650,28008,28008,28008,28006,28006,28007,28009,28001,28002,28006,28002
651,28002,28002,28003,27999,27994,27995,27995,27986,27986,27978,27976
652,27986,27986,27978,27976,27986,27993,27993,27996,28022,28019,28027
653,27993,27993,27996,28022,28019,28027,28019,28018,28004,28000,28016
654,28027,28019,28018,28004,28000,28016,28017,28017,28018,28018,28018
655,28018,28004,28000,28016,28017,28017,28018,28018,28018,28031,28026
656,28018,28018,28018,28031,28026,28039,28033,28024,28023,28025,28025
657,28072,28071,28072,28071,28072,28072,28073,28056,28051,28049,28057
658,28056,28051,28049,28057,28058,28052,28049,28046,28048,28044,28050
659,28044,28050,28046,28045,28047,28048,28047,28032,28033,28021,28023
660,28036,28039,28044,28036,28037,28034,28034,28035,28035,28035,28047
661,28047,28041,28043,28045,28042,28043,28038,28039,28039,28037,28037
662,28038,28039,28039,28037,28037,28036,28037,28038,28037,28037,28029
663,28036,28037,28038,28037,28037,28029,28029,28030,28032,28034,28034
664,27933,27936,27938,27938,27933,27942,27963,27967,27966,27964,27962
665,27952,27968,27993,27994,27998,27999,28007,28005,28001,28001,28001
666,28000,27995,27996,27992,27994,27989,27986,27992,27992,27991,27990
667,27995,27996,27992,27994,27989,27986,27992,27992,27991,27990,27987
668,27990,27987,27985,27982,27979,27982,27987,27988,27978,27969,27970
669,27971,27971,27968,27965,27967,27961,27972,27978,27987,27985,27987
670,27972,27978,27987,27985,27987,27987,27987,27992,27991,28001,28013
671,27985,27987,27987,27987,27992,27991,28001,28013,28023,28020,28020
672,27987,27987,27992,27991,28001,28013,28023,28020,28020,28021,28021
673,28020,28020,28021,28021,28023,28024,28019,28017,28018,28021,28020
674,28020,28021,28021,28023,28024,28019,28017,28018,28021,28020,28017
675,28021,28023,28024,28019,28017,28018,28021,28020,28017,28016,28017
676,28023,28024,28019,28017,28018,28021,28020,28017,28016,28017,28017
677,28024,28019,28017,28018,28021,28020,28017,28016,28017,28017,28017
678,28019,28017,28018,28021,28020,28017,28016,28017,28017,28017,28014
679,28018,28021,28020,28017,28016,28017,28017,28017,28014,28014,28014
680,28010,28013,28004,28013,28007,28005,28002,28001,28003,28003,28005
681,28013,28004,28013,28007,28005,28002,28001,28003,28003,28005,28006
682,28001,28003,28003,28005,28006,28003,28007,28003,27998,27999,28000
683,28000,27999,27997,27997,27997,27983,28000,28023,28022,28027,28022
684,27997,27997,27983,28000,28023,28022,28027,28022,28029,28034,28029
685,27983,28000,28023,28022,28027,28022,28029,28034,28029,28037,28039
686,28022,28029,28034,28029,28037,28039,28031,28028,28029,28029,28029
687,28034,28029,28037,28039,28031,28028,28029,28029,28029,28028,28034
688,28033,28037,28038,28028,28035,28030,28029,27999,27985,27985,27987
689,28028,28035,28030,28029,27999,27985,27985,27987,27989,27991,27995
690,27996,27995,27994,27985,27990,27992,27984,27992,27992,27991,27980
691,27992,27991,27980,27990,27989,27990,27989,27982,27969,27978,27979
692,27991,27980,27990,27989,27990,27989,27982,27969,27978,27979,27979
693,27958,27948,27949,27921,27929,27900,27903,27914,27912,27918,27919
694,27960,27960,27953,27959,27961,27961,27961,27949,27953,27948,27948
695,27960,27960,27957,27954,27951,27954,27940,27947,27954,27944,27927
696,27957,27954,27951,27954,27940,27947,27954,27944,27927,27930,27945
697,27927,27930,27945,27943,27939,27919,27909,27921,27923,27932,27926
698,27930,27945,27943,27939,27919,27909,27921,27923,27932,27926,27928
699,27939,27919,27909,27921,27923,27932,27926,27928,27915,27916,27922
700,27924,27915,27914,27903,27897,27905,27908,27908,27910,27888,27884
701,27907,27907,27912,27916,27920,27929,27928,27925,27916,27924,27916
702,27907,27912,27916,27920,27929,27928,27925,27916,27924,27916,27919
703,27905,27903,27900,27895,27892,27892,27894,27895,27909,27908,27907
704,27860,27874,27857,27857,27853,27847,27842,27835,27844,27841,27853
705,27851,27795,27823,27832,27806,27814,27780,27762,27785,27811,27817
706,27803,27802,27812,27798,27820,27823,27834,27835,27839,27840,27829
707,27812,27798,27820,27823,27834,27835,27839,27840,27829,27839,27847
708,27823,27834,27835,27839,27840,27829,27839,27847,27848,27850,27829
709,27836,27847,27857,27851,27838,27837,27845,27859,27860,27834,27847
710,27859,27860,27834,27847,27864,27892,27899,27892,27880,27864,27885
711,27899,27892,27880,27864,27885,27876,27878,27879,27892,27898,27883
712,27864,27885,27876,27878,27879,27892,27898,27883,27881,27864,27865
713,27810,27809,27808,27821,27793,27801,27784,27793,27772,27766,27790
714,27784,27793,27772,27766,27790,27795,27803,27794,27803,27813,27817
715,27793,27772,27766,27790,27795,27803,27794,27803,27813,27817,27819
716,27834,27833,27847,27852,27853,27838,27839,27835,27817,27814,27815
717,27833,27847,27852,27853,27838,27839,27835,27817,27814,27815,27812
718,27820,27827,27832,27815,27818,27818,27817,27819,27838,27854,27853
719,27827,27832,27815,27818,27818,27817,27819,27838,27854,27853,27859
720,27832,27815,27818,27818,27817,27819,27838,27854,27853,27859,27866
721,27815,27818,27818,27817,27819,27838,27854,27853,27859,27866,27865
722,27819,27838,27854,27853,27859,27866,27865,27865,27862,27859,27856
723,27859,27866,27865,27865,27862,27859,27856,27860,27860,27856,27856
724,27853,27851,27850,27846,27858,27854,27856,27844,27857,27860,27859
725,27856,27844,27857,27860,27859,27855,27856,27856,27854,27852,27853
726,27848,27849,27904,27908,27914,27902,27919,27918,27910,27922,27909
727,27903,27903,27896,27893,27894,27907,27908,27918,27928,27931,27925
728,27912,27924,27924,27935,27919,27923,27922,27916,27918,27919,27910
729,27882,27880,27891,27882,27871,27877,27881,27884,27890,27890,27876
730,27853,27852,27849,27843,27847,27836,27839,27823,27815,27791,27810
731,27815,27791,27810,27802,27812,27816,27818,27801,27809,27810,27803
732,27800,27814,27813,27817,27830,27832,27837,27843,27843,27845,27845
733,27837,27843,27843,27845,27845,27865,27871,27886,27869,27881,27876
734,27898,27887,27868,27875,27867,27866,27862,27860,27877,27858,27861
735,27866,27862,27860,27877,27858,27861,27871,27881,27880,27879,27878
736,27861,27871,27881,27880,27879,27878,27881,27879,27872,27886,27899
737,27879,27872,27886,27899,27898,27905,27876,27864,27853,27853,27836
738,27898,27905,27876,27864,27853,27853,27836,27835,27847,27858,27843
739,27853,27836,27835,27847,27858,27843,27829,27843,27835,27830,27816
740,27858,27843,27829,27843,27835,27830,27816,27837,27840,27852,27880
741,27830,27816,27837,27840,27852,27880,27885,27881,27881,27868,27864
742,27881,27868,27864,27864,27863,27881,27857,27852,27853,27851,27858
743,27857,27852,27853,27851,27858,27857,27852,27858,27870,27862,27867
744,27858,27857,27852,27858,27870,27862,27867,27866,27877,27877,27873
745,27907,27901,27904,27904,27901,27916,27917,27913,27911,27909,27890
746,27923,27935,27932,27931,27931,27915,27920,27910,27914,27913,27913
747,27914,27914,27913,27911,27911,27900,27903,27899,27899,27891,27894
748,27913,27911,27911,27900,27903,27899,27899,27891,27894,27901,27909
749,27903,27899,27899,27891,27894,27901,27909,27923,27910,27910,27906
750,27901,27909,27923,27910,27910,27906,27902,27906,27899,27912,27903
751,27912,27903,27906,27899,27906,27904,27906,27931,27925,27918,27910
752,27906,27904,27906,27931,27925,27918,27910,27899,27902,27901,27902
753,27902,27901,27896,27896,27896,27906,27907,27910,27907,27907,27902
754,27902,27901,27904,27904,27904,27905,27903,27904,27913,27913,27914
755,27904,27905,27903,27904,27913,27913,27914,27906,27903,27902,27915
756,27926,27926,27929,27929,27926,27924,27924,27922,27920,27917,27917
757,27917,27917,27910,27908,27902,27900,27898,27896,27894,27895,27887
758,27917,27910,27908,27902,27900,27898,27896,27894,27895,27887,27877
759,27894,27892,27890,27887,27889,27883,27872,27877,27886,27889,27886
760,27887,27889,27883,27872,27877,27886,27889,27886,27877,27875,27874
761,27877,27886,27889,27886,27877,27875,27874,27873,27866,27864,27864
762,27850,27850,27860,27860,27860,27860,27860,27876,27873,27908,27908
763,27860,27860,27860,27860,27876,27873,27908,27908,27908,27908,27908
764,27860,27860,27876,27873,27908,27908,27908,27908,27908,27908,27908
765,27860,27876,27873,27908,27908,27908,27908,27908,27908,27908,27881
766,27873,27908,27908,27908,27908,27908,27908,27908,27881,27888,27888
767,27908,27908,27908,27908,27908,27908,27881,27888,27888,27888,27888
768,27888,27888,27888,27888,27888,27888,27888,27882,27891,27896,27902
769,27888,27888,27888,27888,27888,27888,27882,27891,27896,27902,27902
770,27888,27888,27888,27882,27891,27896,27902,27902,27901,27902,27901
771,27902,27902,27901,27902,27901,27902,27898,27898,27898,27899,27896
772,27901,27902,27898,27898,27898,27899,27896,27896,27906,27907,27908
773,27898,27898,27898,27899,27896,27896,27906,27907,27908,27908,27906
774,27896,27906,27907,27908,27908,27906,27904,27905,27907,27906,27905
775,27906,27907,27908,27908,27906,27904,27905,27907,27906,27905,27909
776,27923,27906,27887,27891,27890,27890,27890,27891,27891,27891,27891
777,27894,27894,27891,27891,27888,27888,27901,27907,27910,27907,27908
778,27894,27891,27891,27888,27888,27901,27907,27910,27907,27908,27907
779,27888,27901,27907,27910,27907,27908,27907,27896,27891,27888,27888
780,27886,27886,27882,27882,27882,27875,27874,27872,27872,27872,27872
781,27865,27875,27876,27877,27877,27877,27879,27879,27877,27876,27874
782,27875,27876,27877,27877,27877,27879,27879,27877,27876,27874,27869
783,27877,27877,27877,27879,27879,27877,27876,27874,27869,27858,27859
784,27858,27857,27857,27873,27872,27871,27872,27878,27877,27880,27877
785,27871,27872,27878,27877,27880,27877,27879,27877,27878,27879,27875
786,27877,27879,27877,27878,27879,27875,27875,27877,27874,27874,27878
787,27879,27877,27878,27879,27875,27875,27877,27874,27874,27878,27875
788,27874,27878,27875,27875,27873,27873,27873,27875,27875,27881,27884
